text,label,predict_label
tumben banget ganggu nya,2,Negatif
tolong gua udh ngelilingin bogor sangking stress nya dirumah kirain udh lagi stress,2,Negatif
bapuk dah tumben gangguan mulu,2,Negatif
ngerti patah hati banner error biar gak nonton live stream,2,Negatif
dua kali bermasalah ni becanda bgt yaampun untung atasan w meetingnya diundur,2,Negatif
lg error gmn sih udh berhari ngadat mulu,2,Negatif
hari gini msh lemot ga deh,2,Negatif
lemot bngett cookk,2,Negatif
astagahh kutuk nih lemot bgt astagahh pake unlimited jam segini hrsnya kuota tp tiktok aja gabisa astagahh,2,Negatif
sinyal nya jelek,2,Negatif
bar mulu dri tdi sore,2,Negatif
ya allah taaii,2,Negatif
anjingg smafren,2,Negatif
smafren bajingann,2,Negatif
anj,2,Negatif
hmm pke sinyal jlek bgtt,2,Negatif
jarang dipake internetnya udah nyangkut manamana diisi pulsa guys kayak ni diisin pulsa tetep gamau anjjgg fuck,2,Negatif
saya pakai jelek pasaran sinyal nya parah cek saldo sinyal ge saya baca twitter banget komplain sinyal parah banget,2,Negatif
sinyal telkomsel lemot sinyal nya dikumpulin lombok motogp run,2,Negatif
halo min tolong cek dm terima kasih,1,Positif
halo min cek dm,1,Netral
siap min,1,Positif
yg gamer gan,1,Positif
cek dm,1,Netral
cek dm gan,1,Positif
halo tolong cek dm ya,1,Netral
hai kak notbersabda untuk registrasi dpt link atau berkenan jg dpt m,1,Positif
sampe kerumah wow,1,Positif
udah dm yah mohon dicek,1,Negatif
tolong balas dm,1,Positif
saia bilang anak muda,1,Negatif
min nyepi bali mati ga,1,Negatif
sama jugakk,1,Negatif
wifi id kisaran tergantung kecepatan kalo ga slaah mbps kalo an mbps tapii suka ngga cover area nya biaya pasanganya sejuta kalo ga salah itu aman unlimited ngga kaya indihomo,1,Negatif
biasanya aja yg hidup,1,Netral
daerah sepatan masuk min,1,Negatif
password admin untuk semua tipe modem,1,Positif
hi terkait kendala layanan indikasi kendala bersamaan detail informasi nya cek link ya trimsafn,1,Positif
infoo guys jaksel udah bener belom ya,1,Negatif
downnya bangett huft,1,Negatif
hi mohon dm mimin id pelanggan mimin cek yadmr,1,Negatif
gangguan kh,1,Negatif
emang mending citranwt,1,Negatif
ngomongin ini,1,Negatif
pengguna keluhkan google down tak bisa akses zoom,1,Negatif
ga takut kena azab ya,1,Negatif
yg nih masuk trending topic,1,Positif
bro what the hell,1,Negatif
argghh stream,1,Negatif
internet emang lg kaga gmn sih lu doang,1,Negatif
napa yaa,1,Negatif
bandung pake tp cepet denger dr sepupu bagus apa iya reputasi nya tergantung daerah tp kalo jakarta yg direkomen,1,Negatif
ingfo udah bener belom,1,Negatif
kalo nge down besok gw ngungsi tlj kali yak wkwkwkw duh elaah jajan mulu nih ahahaha,1,Negatif
ungkap penyebab layanan internet down hari ini senin maret,1,Negatif
sejumlah pengguna mengeluhkan mengakses google sejenisnya mengonfirmasi gangguan apa penyebab nya,1,Negatif
menguji iman banget,1,Positif
hadeh pgn mukulin org yg pake,1,Negatif
gembel emang nyuruh gak kerja gini,1,Negatif
duh ampun dah gue mah,1,Negatif
halo gangguan koneksi bali resolve ya,1,Negatif
bantu cek internet ya id,1,Positif
oh kirain binzed,1,Negatif
nah udah aman nih gokil gaperlu konfirm langsung dibenerin mari ngeyoutube,1,Positif
oh,1,Netral
ni aduhh,1,Negatif
oh o teross,1,Negatif
kata nya bermasalah server internasional server lokal kena dampak tapi browsing produk mobile app tokopedia lemot parah apa tokopedia pakai server non lokal,1,Positif
ayo lah lagi wfh nih,1,Positif
hari senin mendung brekele ini cerita nya disuru bobo kah,1,Negatif
halo nih,1,Netral
tumbenan wkwk,1,Negatif
yaallah maleh ngene,1,Negatif
apakah pengen libur ini,1,Positif
kantorkuh kenapaahh,1,Negatif
ini aku lagi war sjkdnfkjsnfik,1,Positif
gangguan kah,1,Negatif
tolong mati senin aja kek host meeting,1,Negatif
are u kidding me,1,Netral
bisa nya kalo error nomor customer service nya tidak terdaftar gimana nih,1,Negatif
gangguan ga si,1,Negatif
belom stabil etdah,1,Negatif
gak stabil kah,1,Netral
hadeh knp,1,Negatif
woey kerjaan gw,1,Negatif
down kah kok nggak,1,Negatif
min tolong banget lg zoom ulangan,1,Negatif
wilayah bandung gangguan kah,1,Negatif
napa lola senin,1,Negatif
knp deh anjing,1,Negatif
ganti aja kak,1,Positif
lgi bermasalah kah dritadi gabisa trs,1,Negatif
data seluler mati semua,1,Negatif
ini gabisa dibayar deh,1,Negatif
coba ganti wkwk,1,Negatif
iya nomor custom services gak terdaftar,1,Positif
min lemot kali malem beruturt gini terus lg min,1,Negatif
ini mah issue udah november lalu connect server internasional aja pake vpn biar ping nya stabil,1,Negatif
hahahaha kaya gini ekspansi dm customer aja dicuekin,1,Positif
asli bgt,1,Netral
id pelanggan malam kek gini,1,Negatif
oke,1,Netral
internet o nihh,1,Negatif
min update kendala nya knp dr kira normal lagi ya pas senin byk meeting yowloo,1,Negatif
cek dm min,1,Netral
ini kalo keluarga gue yg masuk kamar bikin salah paham bisa nya buffering scene kyk gini loo,1,Negatif
cek dm dong lg ganggua n kah,1,Negatif
cek dm mint,1,Netral
halo min cek dm saya,1,Netral
saya terima,1,Positif
latency tinggal vrindavan,1,Negatif
pekayon jaya bekasi kah sejak pagi koneksi nya jelek,1,Positif
gue nge dm jg gak direspon gangguan yah lemot nih,1,Negatif
udh dm min dgn,1,Netral
cek dm min,1,Netral
halo min,1,Netral
siang dm mohon dicek,1,Netral
tidaak tersambung call center web bisaa bingung tuh,1,Negatif
untuk kabel nya terpasang admin,1,Positif
apa update internet tv offline ini gmn sih min,1,Negatif
bener,1,Negatif
saya pelanggan nomer pelanggan wifi gangguan kah,1,Positif
tolong diperbaiki cepat nya butuh,1,Positif
mana kompensasi nya tagihan masi full,1,Netral
jan mao kerjaan nya maintenance mulu kerjaanya bikin org merugi nggak rugi ngelawak lo,1,Negatif
wey bro maintenance mulu bro,1,Negatif
internetnya die gaes gmn ni,1,Negatif
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apa nya sm kerugian gue ini mau ampe nunggak gue ogah bayar,1,Negatif
apa update internet tv offline ini gmn sih min,1,Negatif
halo min internet semalem gaada jaringan ya,1,Positif
sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasi nya,1,Negatif
knp ya down bgt internetnya pantes kemarin lemot bgt id pel,1,Negatif
cm pelanggan utk menunggu kenapa estimasi nya jam,1,Negatif
adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,1,Positif
dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,1,Positif
kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,1,Positif
saya pelanggan nomer pelanggan wifi gangguan kah,1,Positif
daerah jaka setia bekasi mati internet nya terima kasih,1,Positif
kebanyakan maintenance nya dr bermanfaat normal nya,1,Positif
gimana coba bingung,1,Positif
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,1,Negatif
ngomel ganti karna care,1,Netral
wey bro maintenance mulu bro,1,Negatif
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan,1,Negatif
dear ada wifi ku kenapa berjalan baik apakah tugas berikan penjelasan kepastian aku butuh kamu butuh mari mengerti dan mengisi kekosongan hati terdalam sekian,1,Positif
waduh dr jam wifi ga dipakai dong rugi kalo bayaran nya tetep wifi bermasalah ga berfungsu kompensasi nya pelanggan,1,Negatif
internet mati banget ham segini nih kontol,1,Negatif
wah jon internet dirumah gua mati kalo apps besok bener,1,Negatif
gimana infokan digit nomor pelanggan dm tdk,1,Netral
selamat malam first people untuk problem yg kendala,1,Netral
iya min saya setuju mohon secepatnya,1,Positif
woi nyalain internet gak lo yg bnr aja dong malem minggu nih,1,Negatif
tu min kata mutual sy dy mw malming sm cowo ny gegara waipai prismedia ngelek jdi dy gbs malming kuota dy sisa gb gbs bucin prh lw mint g leh gt tw,1,Negatif
min internet area curug jaya mati ya,1,Negatif
malam bgt kualitas jaringan internetnya kyk gini suka hilang o id,1,Negatif
gangguan pas hari orang libur panjang gimana betah d rumah skrg streaming netflx kuota sampe abis gara internet kaga bisa mana kudu nunggu pfft,1,Positif
help jaringan muncul kabel menyala gimana ya no id thankyouu,1,Negatif
dm nya akun blm diaktifkan min,1,Positif
min no jam sampe internet gangguan ya sudah dicoba restart kali saja terimakasih,1,Positif
permisi min down sih wifinya,1,Negatif
yauda buru nunggu abis ganti,1,Negatif
masi internetnyaa astagaa,1,Negatif
kapan jadwal teknisi,1,Netral
halo fm td jam an sdh ganti modem internet cm smp jam an smp skrg modem nyala tp internet mati tlg yaa,1,Negatif
maaf min tanya estiminasi normal nya ya min push pubg gabisa hehehe,1,Positif
besok rencana kerumah kakak ipar biar tampil kece liat inspirasi outfit kece pake,1,Positif
sampai belom bisa sudah coba,1,Negatif
udah dicoba gini aja deh coba u bantuin registrasi,1,Positif
gangguan ya ko beli paket data gabisa deh gimana nih,1,Positif
gak beli paket internet nih klo kuota internet habis pulsa terpotong deh taktik sedot pulsa biasa,1,Negatif
hi tolong ya cabut akses n blokir nomer milik,1,Positif
udah coba kak tp tetep aja gk yg membantu,1,Positif
emg down kahsinyal hilang,1,Negatif
min sinyal e nih sedang bermasalah kah,1,Negatif
template banget min jawaban nya,1,Netral
ini kenapa admin gabisa beli paketan,1,Positif
gimana sih beli kuota aplikasi gagal mulu,1,Negatif
bisa ga kak,1,Positif
tolong dong beli paketan data ga mulu,1,Negatif
cek dm oi d sedot pulsa kuota,1,Negatif
min buka dm oii,1,Positif
cek paket data,1,Netral
bentar coba dluu,1,Negatif
halo yaa kemarin gagal beli kuota apk gagal,1,Positif
cek dm ya min,1,Netral
paket bundling dinonaktifkan mohon solusi beli paket utama dipakai unreg sms bisa unreg myim jg,1,Positif
ga dm masuk min,1,Netral
udah kak diunreg ternyata g deh,1,Positif
tanya gerai cibinong dimana yaa,1,Positif
tetep gabisa kak gmn ya,1,Positif
min koneksi nya inii,1,Negatif
jugaa udah dibales tapii belom,1,Negatif
harus dm ya,1,Netral
min barcode perdana esim gmana caranya ganti hape soalnnya,1,Negatif
iya de btw dm twitter aktif ya,1,Positif
setuju ht nya apa mulai naikinnya jam min,1,Positif
see u soree,1,Negatif
hallo min stop nih pesan gimana ganggu banget,1,Negatif
gaes nonton wow special concert bareng pasang alarm ketinggalan ya,1,Positif
nunggu kode otp nomer banget,1,Positif
betul kaka,1,Negatif
pagipagi tes kecepatan respon kamu eh dink cek kecepatan internet hehe area perumnas kepanjen nih,1,Positif
kak coba restart ulang,1,Negatif
beli paket data dana tulisan nya order proses ya atau kendala sudah pagi,1,Positif
coba restart hpnya kak,1,Positif
sinyal nya ngebug ya pak,1,Negatif
lalu diperpanjang biaya berapa,1,Positif
gabisa dm min,1,Negatif
knp si kalo malem lost connect,1,Negatif
emng datangin teknisi,1,Negatif
seharian ga koneksi internet masih diajak kerjasama ga lokasi cikupatangerang,1,Positif
min internet digunakan id pelanggan,1,Netral
knpa ya udah ga internet putus nyambung terus klo emang gangguan kasih pemberitahuan lah kasih estimasi juga udah disabarin,1,Negatif
boleh tunggu karna vital confrence call,1,Negatif
kl lupa password gmn yasaya ganti password wifi,1,Negatif
emng krna smpe hrus teknisi,1,Negatif
bro internet gimana nih siang,1,Negatif
estimasi nya sampe kapan tertulis estimasi nya sampe estimasi nya,1,Positif
dihapus min terimakasih,1,Netral
hallo tolong dibantuu,1,Negatif
internet mati mulu,1,Negatif
halo min gimana ya connected without internet terus id,1,Negatif
okee fixnya jam berapa,1,Positif
sampe bosen ngecek link itu refresh lah hub itu lah coba pekerja nya dihargain tinggi kondisi gini paham mreka menyelesaikan menangani ya karna mesti akibat nya,1,Positif
min id kah perbaikan nya dah nih mati internetnya dicek websitenya gaada estimasi,1,Negatif
malam admin internet gimana ya modar,1,Positif
fm koneksi hr error abis perbaiki jam error lagi salutt ga bosen ya,1,Negatif
min internet jam an mati min sekaramg hidup koneksi nya,1,Negatif
butuh menunggu min ini loh jaringan bermasalah udah min capek min nunggu ga,1,Negatif
niat nya dibayar error udah ke kali nya gangguan daerah loh keluarga make internet lancar cuman doang sisa nya gangguan adik pts kuota layanan,1,Positif
ya kirim aja deh nyala bentar mati,1,Negatif
nopel wati mohon hapuskan channel first spot fmx membutuhkan nya,1,Negatif
gangguan ya itu seharian problem,1,Negatif
sudah coba pindah colokan nyala bisa berikut lampirkan foto nya,1,Positif
hallo min internet gangguan siang tolong perbaiki id terimakasih,1,Negatif
ini jdnya kapan knp ya mengatasi jaringan ini sdh seminggu internet tv kabel tdk dpt digunakan,1,Negatif
tagihan fm dikit gak informasi yg,1,Positif
haloo ninuninuninu tolong cek dm,1,Negatif
daerah kab bekasi khusus nya tambun selatan pake ko jaringan nya lola ya jelaskan,1,Negatif
baru comment konek lagi tp klo putus ya aja mohon perbaikan nya ditingkatkan makasih,1,Negatif
waduh ya kompensasi niy bgini,1,Negatif
apakah diinfokan kelanjutan proses penghapusan bbrp chanel yg ajukan,1,Negatif
gokil juga langganan kaga tp protes,1,Negatif
id coba berfikir ngapain,1,Negatif
jdii bayar perbulan ya,1,Positif
internet gak layanan seharian tolong diaktifkan menggangu operasional,1,Negatif
lah internet lo nyolong tetangga,1,Negatif
kira yaa,1,Netral
daerah pondok indah ya jaringan inetnya mati jam,1,Negatif
tolong cek min kemaren wifi nya ga nyala ya,1,Negatif
ente kemarin dah cerita dipendem sendiri,1,Negatif
id pelanggan internet gada koneksii nii lemott pisann euii,1,Negatif
internet tv kabel error siang hari ada ini bisa perbaiki sekarang,1,Negatif
halo min membayar tagihan berhasil mengapa status tagihan kunjung berubah lunas id,1,Positif
halo min no akun quality issue kemaren tulisan nya kecepatan internet stabil tp bener ga dipake sekali alasan errornya ya estimasi recoverynya thank youu,1,Positif
lama dong biasanya kalo bermasalah ga deh,1,Negatif
gmn sdh jaringan internet mati total wilayah perumahan pondok bahar permai id tlg diperbaiki cpt datangkan teknisi rumah,1,Negatif
tolong dicek gangguan internet tv account thanks,1,Negatif
haloo yaa,1,Netral
blm ganti password nya min tolong dibantu,1,Netral
ya kemarin gangguan,1,Negatif
teruntuk ditindaklanjuti gak jujur mengganggu banget sehari kali telfon nomor costumer bersifat private sampe kesebar begini jgn sampe coz ga ditindaklanjuti nama jelek,1,Positif
tolong cek ya admin ngga kerja optimal gangguan,1,Positif
min gangguan ya,1,Negatif
tsel sm napa daah,1,Negatif
sudah sore apa kompensasi nya,1,Negatif
ganti mantap bgt,1,Positif
u ngapa dah,1,Negatif
please informasi sinyal yg semoga cepat pulih terimakasih,1,Positif
please kebiasaan lemot banget,1,Negatif
mrepotkan,1,Netral
ini ngapa lagii astagaa,1,Negatif
down kah,1,Negatif
tersiksa,1,Negatif
welcome to club,1,Netral
suggestion mending taro info down twitter sosmed aplikasi yg ngga tau feature chat web,1,Positif
tolong informasi gangguan selesai telat bayar denda kl gangguan nggak bayar denda kita,1,Negatif
wtf,1,Negatif
ahh php in area jln merpati raya ambyar,1,Negatif
nya rusak nih min buka youtube dll gak bisa,1,Negatif
error,1,Negatif
cs turu,1,Negatif
mulai penyakit nya,1,Positif
hi min apakah jaringan bermasalah area teluk gong,1,Negatif
down ya,1,Negatif
guys mo nanya kabel pon gw napa kelap kelip merah yak,1,Negatif
indigo siapa nya,1,Negatif
bales tweet aja bener buset dah,1,Negatif
tobat gua bener dah,1,Negatif
gangguan yah,1,Negatif
kenapa ya mendukung ku tugas jirr load twitter aja gabisa,1,Positif
loe kalo udah mampu bilang ya ajg,1,Negatif
tolong ya masmba soal nya lulus ga lulus,1,Negatif
tolong bener ak gabisa update macos anjir,1,Negatif
bagus ga si,1,Positif
gangguan ya,1,Negatif
min knapa jaringan wifi nya gk terbaca ya hp,1,Negatif
ini balas mengirim pakai data celuler klo pakai terkirim,1,Positif
ga kak udah kapok pake wkwkwk,1,Negatif
kirain gua down,1,Negatif
kurang bagong apa lagi indonesia dr krismon presiden bj habibie th saat megawati jd presiden lungsura,1,Negatif
pay k hai cari jasa cv pulsa rekomendasi banget ni ka available for isat tsel tri xlaxis byu t cv pulsa bank ewallet dana spay link aja gopay dll,1,Positif
jasa megawati jual murah tanker peamina jokowi janji beli gas lng sumur tangkas cina sampe harga flat kita beli pasar bebas iran bebaskan ratusan triliyun rupiah koruptor blbi,1,Positif
byk janji byk sumpah byk bualan byk meroket buyback lahan pertanian stop utang stop inmpor janji sumpah gk bagus,1,Positif
halo kak aku jual pulsa xl tsel axis nih trusted untuk pulsa transfer dm harga yaa,1,Positif
i know kak gmn ya sampean bikin halu teruss link,1,Positif
open cv dana ovo spay gpay link aja prem non prem bank yaa cv pulsa isat tsel langsung wa bio testi klik cek likes need want convert tukar saldo,1,Negatif
heiyoo butuh pulsa kuota tsel isat jual nih pulsa tf tsel murah pulsa elektrik nambah mastip kuota gift tsel harga under app kuota finet gb k ragu testi cek likes yaa tags ya jual need want beli,1,Positif
anjng jam segini silang,1,Negatif
kamu pake ya karena sinyalsinyal cinta mu kuat hati ku,1,Positif
kamu pake ya karena sinyalsinyal cinta mu kuat hati ku nadilajkt,1,Negatif
error ya,1,Negatif
sahabat berdasarkan penelitian perusahaan produk industri merasakan pandemi berdampak negatif bisnis,1,Negatif
kmrn pindah sii soalny daerah yg dipake bagusan,1,Negatif
buka twt susah banget load gambar nya,1,Negatif
cek dm min,1,Netral
mmang knp kak,1,Negatif
tos dlu user,1,Negatif
ini kalo gue cepat ubanan garagara,1,Positif
auto ganti,1,Netral
halo lia salam kenal begadang yaa and sleep well besok senin,1,Positif
need kuota,1,Netral
ini sinyal bener dah,1,Negatif
wkwkwkakupun suka kesel ganti provider,1,Negatif
hihihi kesel banget kepental untung pake yah,1,Positif
semenjak kartu blokir gue kek jamet ganti nomor astaghfirullah cari jati,1,Negatif
jaringan gue h parah bat si emng telkomsol memang pake sih,1,Negatif
gas,1,Netral
enakeunn,1,Positif
gapaham tumben bgt,1,Negatif
dom ola lemot banget sebenernga lumayan murah sih kalo gabisa dipake ya gimana yaa,1,Positif
tsel lu diem sblm gua ganti smafren,1,Negatif
internet nya lancar ga,1,Positif
jjur cape bgt gw pake,1,Negatif
ngegame streaming aplikasi aja pake unlimited rp ribu yuk beli sekarang,1,Positif
jual paket data ga,1,Positif
kesedot ni pulsa,1,Negatif
no,1,Netral
cek dm kak,1,Netral
sudah restart hp min copot sim card jga ga,1,Positif
wkwk lucu bgt ga tuh,1,Positif
min login disney hotsar hp kode otp nya gak masuk sms nomor ya,1,Positif
pamer skin jancok,1,Negatif
tolong kak kartu as ku mati hilang jaringan gimna kasih aktifkan,1,Negatif
mau tampung rate berapa,1,Positif
paket kuota keluarga koq hilang tidak menu,1,Positif
ada pulsa ga kepake provider xl nominal k yuk jadiin uang,1,Positif
hai pulsa axis xl k ga,1,Positif
min cek dm,1,Netral
tidak dm min,1,Netral
ini on internetnya cancel aja teknisi nya,1,Negatif
iya bersedia tolong diagendakan visitnya,1,Negatif
koneksi sehat hampir semiinggu koneksi ganjangganjing,1,Positif
team mengupayakan perbaikan secepatnya terkait penyesuaian tagihan k,1,Negatif
caranya gimana,1,Positif
halo min udh dpt sms dr udh tp wifi ku terdeteksi reply dongg,1,Negatif
hari wifi mati aja pdhl butuh bgt feedback dr bayar perbulan tu gini ya id,1,Negatif
tolong dicek secepatnya,1,Netral
knp tgl knp ga besok aja tgl,1,Negatif
iya bisa secepatnya,1,Positif
kalo emg diwilayah udh ga mendukung jaringan copot aja deh perbesok cape gangguan trs dah hr id,1,Negatif
min sumpah jam siang sampe gabisa udah ganti hari,1,Negatif
iya min kadang connect kadang g bisa g kabel dll semua oke min gimana yakok gini sih min,1,Negatif
lama banget wee dr siang sampe skrg jg konek doang gabisa dipake,1,Positif
wkwkwkwkwk,1,Negatif
dm kak tombol nya,1,Positif
internetnya min,1,Netral
minggu siang aja min biar teknisi nya dapet lemburan,1,Positif
apakah malam gangguan,1,Negatif
gangguan kah,1,Negatif
nah device hp gimana beliin laptop min,1,Positif
sebelumnya sore teknisi udah kesini benerin udah bener pas malem error kaya gitu,1,Negatif
bagaimana device handphone gak pake kabel lan,1,Negatif
saya ingjn konfirmasi teknisi,1,Negatif
id halo min nanya dong wifi konek login ya padahal udah bayar loh,1,Negatif
ok tunggu,1,Positif
nih min,1,Netral
gimana ndak nonton netflix,1,Negatif
internet problem po min,1,Negatif
belum nyoba home terendah nya nih orang,1,Negatif
gelar vaksinasi booster senayan city,1,Netral
ganti,1,Negatif
temen pake,1,Netral
ngga disini udah dimonopoli indihom,1,Negatif
tf yg kerja gak disini rep,1,Positif
gandeng senayan city gelar sentra vaksinasi booster masyarakat,1,Negatif
anjir langganan,1,Negatif
setiap selalau ngebayangin buka bisnis apa aja bingung impian ntah gimana mencapai nya mulai cari referensi motivasi deh bantu mewujudkan mimpi ku,1,Positif
jumat berkah tak sempurna internet,1,Positif
lupa hr,1,Negatif
yg pake tolong ga,1,Negatif
ya allah,1,Netral
paket murmer ya deh harus terima resiko nya,1,Positif
pindah bang,1,Negatif
bismilah komisaris telkomsel,1,Netral
surprise,1,Negatif
bisa cod,1,Netral
keadaan kayak gini banget kita setuju gak auto bingung bereaksi kayak gimana kalo atasan ti,1,Positif
kode referral usaha ku gb telkomsel terbaru,1,Positif
due date nya tgl mas blok,1,Positif
oke min,1,Netral
kurang minn,1,Positif
blm dm min,1,Netral
as always terima nasib aja klo udh kyk,1,Negatif
sukurin,1,Negatif
please fix this issue asap,1,Netral
banget min aja sampe,1,Negatif
dm aja min toloong,1,Negatif
yahh sabar aja hehehe,1,Positif
refresh modem situ kaga min,1,Positif
anda baca tweet saya putusputus alias request time out setiap hari pemeliharaan jaringan tolol memakan jam disuruh menunggu then apa setelah nyala cire nya diulang o pemeliharaan jaringan lagi nunggu lg,1,Negatif
udah aja,1,Negatif
menunggu teknisi brarti min,1,Negatif
emang enak drpd indihomo mahalan si,1,Positif
pro si indihomo,1,Negatif
gangguan kah,1,Negatif
kagak pan ada nya yg logo merah putih ni saingan nya,1,Negatif
gamer ayo ikutan,1,Positif
duh gatau kak gapake,1,Negatif
ni hujan ngaruh k y kyknya,1,Negatif
mohon ampun,1,Netral
halo dm mimin nomor id pelanggan ya dibantu pengecekan tks hdr,1,Positif
gini jdi ank,1,Negatif
jgn kaya pls,1,Positif
sumpah ngakak gue nonton film lucu catchplay tapi dah jam segini tidur,1,Positif
ini knp gw jaringan nya cuman,1,Negatif
dah min ah dah direspon,1,Positif
program tertentu nya contohnya program im juga,1,Negatif
iya jual,1,Positif
uda ngomong,1,Negatif
suka kesedot,1,Negatif
gak papa daijoubu,1,Netral
bapuk bener,1,Negatif
setau ku isp ndak vpn mngkin seller nya bkn bli netflix indo,1,Negatif
hmm bismillah pls or else i will go for indihoe,1,Negatif
oalah,1,Negatif
besok ganti logo,1,Positif
berembe kabar selama depan telkomsel lokasi acara international nih ada bis,1,Positif
pengen pasang dm ya guys,0,Positif
keren banget,0,Positif
nonton tayangan seru hilangkan bosan care minipack indimovie nemenin nonto,0,Positif
bagi kuota internet keluarga pakai smooa by dapet kuota gb be,0,Positif
vidio lancarr jaya,0,Positif
kangen temen gak ketemu tenang virtual meeting pakai mengobati rindu ketawa ketiwi bareng temen semoga pandemi yah,0,Positif
pasang rp ribu promo berlaku maret nikmati koneksi internet stabil mbps rp rb bln bonus yuk pasang jatim wa,0,Positif
yg ngadain acara bareng temen tp males rumah mending zoom meeting nobar film pastiin km uda pake biar klo share screen sinyal oke gak putus nobar puass seruu,0,Positif
semangat yg wfh wfo awali secangkir teh hangat syukur pakai bantu aktivitas online mudah lakukan aktivitas batas,0,Positif
nih rekomendasi drakor viu tinggal streaming drakor viu tv hemat kouta nonton lancar,0,Positif
internet lancar saham lancar jaya,0,Positif
pakai wfh asik internetan lancar min,0,Positif
plajar sd sma yg brada d klimntan yuk ikutan kompetisi generasi prestasi dijamin gak rugi udah pinter berhadiah daftar,0,Positif
selesai tugas nya seharian dibantu,0,Positif
kngn nongkrong sore bareng tmen warung bikin mie kek warung upnormal gtu makan nya puter lagu dr youtube pake yg lancar koneksi nya biar gk jeda live music jd dirumah serasa cafe,0,Positif
tayangan pilihan keluarga dirumah,0,Positif
jalan ditengah malam nyaman istirahat ditempat wi fi ankpn aja bebas internetan pake yg signalnya tiada lawan,0,Positif
gorengan terdepan nyaman internetan seharian,0,Positif
sobat senang banget layanan kakak normal selamat menikmati layanan nya ya oh ya apresiasi nya dimention feed,0,Positif
buah semangka buah duren nyangka internetan make emang keren,0,Positif
kupu berwarna biru terbang melayang mencari madu internetan pake ragu mengejar cita,0,Positif
hola sobat mimind mantap nih pelajar pengajar dosen jurnalis pake,0,Positif
pasang wifi lokasi tercover jaringan tenang sob modem mengguna,0,Positif
semangat selasa sih kayak jadiin alesan mager yah bikin kerjaan beres,0,Positif
streaming pake yutub ajaa laah,0,Positif
kamus pintar seputar check,0,Positif
ngopi indah mengunakan yam,0,Positif
yuk cek info,0,Positif
anak rumah rumahan barbie klo beli mahal banget cari bikin nya aja pake biat hemat,0,Positif
tv kabel prepet tp nya jerniih,0,Negatif
ingetin aja niih kalo skg udah indonesia tanggal tua hemat yuk nikmatin tanggal tua rumah nonton drakor pake,0,Positif
duh ketinggalan tp menang tp untung lihat playback,0,Positif
min kalo pasang gak ya,0,Positif
berkerja ngopi mantab upload kerjaan internet mantab,0,Positif
malem tidur untung nemenin dengerin lagu favorite,0,Positif
alhamdulillah cuaca cerah ga cerah bgt sii tp ngga tau kalo sore mendung tp yg semangat kerja nya bareng kerjaan beres,0,Positif
belajar manfaatin lembah menemani,0,Positif
bahagia mudah tinggal rebahan aja nonton film,0,Positif
roti tawar keju diapain ya ah cari ide masak aja pake,0,Positif
berjuang yg berjuang inovasi yg terbaik,0,Positif
streaming an internet joss lancar jaya,0,Positif
takut gagal berjuang belajar dimudahkan cari refrensi darimana lupa pake koneksi internetnya,0,Positif
internet jos,0,Negatif
pengen rumah tangga romantis awet kunci nya setia yg setia pelayanan terbaik nya eeaa,0,Positif
belom aja gua rep anak bilang kereta nya rame,0,Negatif
bnyak yg bilang hidup susah hidup gampang segampang jaringan yg pake daerah aja,0,Positif
pelanggan setia angkringan betah banget nongkrong fasilitas internet nya wow,0,Positif
youtube an pake joss sinyal nya,0,Negatif
makan siang sih mi goreng ajasambil ngerjain tugas daring pake koneksi auto mantul dah,0,Positif
sekolah daringkudu rajin cari inspirasi camilan nemenin anak belajar untung pakai wifi makin gampang cari tutorial ngga keabisan ide jajanan deh,0,Positif
berbagi coklat udah berbagi kuota internet sih gak nerima,0,Positif
era serba digital sekarangkita beradaptasi perubahan asah kemampuanningkatin skilldan potensi video youtubepodcastsampai seminar online untung pakai aktivitas online lancarkemampuan berkembang,0,Positif
ayo gaes langganan nya hemat lohh,0,Positif
info paket p harga nya min,0,Positif
aktivitas serba online untung pakai beres kerja onlen lancar hati tenang,0,Positif
alhamdulillah cuaca cerah bgt tp ngga tau kalo sore mendung tp yg semangat kerja nya bareng kerjaan beres anyway semangat selasa,0,Positif
makan malam drakoran ditemenin drakoran worry kuota habis,0,Positif
insyaallah tdk ngadat,0,Positif
yuk aktifkan viu tv nonton drama korea sepuasnya lo,0,Positif
rutinitas ngescroll video sosmed rebahan istirahat malam menghilangkan lelah seharian beraktivitas berhubung rumah pakai jaringan scroll mentok sepuasnya,0,Positif
