username,comment,comment_cleansing
@HamidiDidi-o6y,"['indonesia', 'enggak', 'maju', 'rakyat', 'indonesia', 'miskin', 'korupsi', 'rajalela', 'negeri']",indonesia enggak maju rakyat indonesia miskin korupsi rajalela negeri
@johnfelics177,"['hebat', 'indonesia', 'rekor', 'korupsi', 'enak', 'apa', 'koruptor']",hebat indonesia rekor korupsi enak apa koruptor
@pakarilmu433,"['surabaya', 'ketar', 'tir', 'sport', 'jantung', 'karen', 'agustiawan', 'buka', 'mulut', 'otak', 'korupsi', 'pertamina']",surabaya ketar tir sport jantung karen agustiawan buka mulut otak korupsi pertamina
@herukusumo206,"['presiden', 'surabaya', 'dengar', 'aku', 'mantan', 'dirut', 'pertamina', 'laksana', 'inpres', 'keluar', 'surabaya', 'surabaya', 'tanggung']",presiden surabaya dengar aku mantan dirut pertamina laksana inpres keluar surabaya surabaya tanggung
@erikawidowati6785,"['karen', 'korban', 'jabat', 'penuh', 'penting', 'tuntut', 'perintah']",karen korban jabat penuh penting tuntut perintah
@bikerskampung5992,"['maling', 'sehat', 'sopan', 'ahli', 'ibadah']",maling sehat sopan ahli ibadah
@moderasi,"['adil', 'sosial', 'rakyat', 'indonesia', 'jahat', 'korupsi', 'tangan', 'koruptor']",adil sosial rakyat indonesia jahat korupsi tangan koruptor
@agunghariyono2528,"['angkat', 'direktur', 'jabat', 'puncak', 'pertamina', 'pertanggungjawaban', 'lenggang', 'lepas', 'tangan', 'lepas', 'urus', 'politik', 'tata', 'kelola', 'manajemen', 'sdm', 'tri', 'bumn', 'jalan', 'rit', 'sistem', 'obyektif', 'basis', 'kompetensi', 'kapabilitas', 'tiga', 'libat', 'psikolog', 'senior', 'screening', 'jiwa', 'kere', 'lolos', 'duduk', 'posisi', 'jabat', 'strategis', 'seluruh', 'lembaga', 'perintah', 'bumn', 'jalan', 'hukum', 'mati', 'koruptor']",angkat direktur jabat puncak pertamina pertanggungjawaban lenggang lepas tangan lepas urus politik tata kelola manajemen sdm tri bumn jalan rit sistem obyektif basis kompetensi kapabilitas tiga libat psikolog senior screening jiwa kere lolos duduk posisi jabat strategis seluruh lembaga perintah bumn jalan hukum mati koruptor
@CahGalau,"['pikir', 'kpk', 'fair', 'ilmu', 'akuntansi', 'kuasa', 'alas', 'kpk', 'rombak', 'bubar']",pikir kpk fair ilmu akuntansi kuasa alas kpk rombak bubar
@TarisaPonsel-sm4ty,"['tipu', 'dirut', 'beli', 'pertamax', 'eh', 'pertalit', 'ancoorr']",tipu dirut beli pertamax eh pertalit ancoorr
@amienmujiono1938,"['suka', 'berita', 'indah', 'negriku']",suka berita indah negriku
@prabuagusta3096,"['karen', 'salah', 'god', 'bless', 'you']",karen salah god bless you
@andianta1263,"['aspek', 'korupsi', 'negeri', 'korup', 'miiris', 'negeri', 'ku']",aspek korupsi negeri korup miiris negeri ku
@khastachanel355,"['rakyat', 'suruh', 'barcode', 'main', 'korupsi']",rakyat suruh barcode main korupsi
@rikioktriansyah,"['keren', 'sampai', 'berita']",keren sampai berita
@yosi_ALL,"['testimoni', 'jujur', 'guna', 'pertamax', 'guna', 'pertamax', 'kandung', 'sulfur', 'pertamax', 'angka', 'ppm', 'angka', 'tingkat', 'kandung', 'sulfur', 'pertalite', 'pertamax', 'bbm', 'kualitas', 'euro', 'kandung', 'sulfur', 'akibat', 'endap', 'kotor', 'kerak', 'karbon', 'ruang', 'bakar', 'mesin', 'pertamax', 'rotax', 'fuel', 'pump', 'rusak', 'bongkar', 'mesin', 'temu', 'piston', 'ruang', 'bakar', 'mesin', 'penuh', 'endap', 'kotor', 'kerak', 'karbon', 'klaim', 'guna', 'bbm', 'jenis', 'pertamax', 'bersih', 'ruang', 'bakar', 'mesin', 'bull', 'shit']",testimoni jujur guna pertamax guna pertamax kandung sulfur pertamax angka ppm angka tingkat kandung sulfur pertalite pertamax bbm kualitas euro kandung sulfur akibat endap kotor kerak karbon ruang bakar mesin pertamax rotax fuel pump rusak bongkar mesin temu piston ruang bakar mesin penuh endap kotor kerak karbon klaim guna bbm jenis pertamax bersih ruang bakar mesin bull shit
@mfajaralghifari8961,"['gila', 'mafia']",gila mafia
@creativet4915,"['rakyat', 'percaya', 'karen', 'kpk', 'kpk', 'rakyat', 'masalah']",rakyat percaya karen kpk kpk rakyat masalah
@CahSendang-j2f,"['pakai', 'masker', 'biar', 'sodara', 'keluarga', 'besar', 'tau']",pakai masker biar sodara keluarga besar tau
@yosuachristanto4914,"['kerja', 'bumn', 'penjara', 'rugi', 'business', 'anggap', 'rugi', 'negara', 'alias', 'tindak', 'pidana', 'korupsi', 'ngeri', 'negara', 'rugi', 'untung', 'business', 'untung', 'aneh', 'bijak', 'negeri']",kerja bumn penjara rugi business anggap rugi negara alias tindak pidana korupsi ngeri negara rugi untung business untung aneh bijak negeri
@akhmad_efendi,"['pertamina', 'untung', 'rakyat', 'pertamina', 'rugi', 'usaha', 'negara', 'kelola', 'sumber', 'daya', 'alam', 'untung', 'masuk', 'kantong', 'jabat', 'rugi', 'salah', 'rakyat', 'bumn', 'enggak', 'manfaat', 'rakyat', 'alat', 'cari', 'cuan', 'jabat', 'mending', 'bubarin', 'bumn']",pertamina untung rakyat pertamina rugi usaha negara kelola sumber daya alam untung masuk kantong jabat rugi salah rakyat bumn enggak manfaat rakyat alat cari cuan jabat mending bubarin bumn
@b88866,"['komen', 'enggak', 'sambung', 'jaman', 'bawa rasa']",komen enggak sambung jaman bawa rasa
@warungwbl5907,"['enggak', 'seauai', 'tuntut', 'orang', 'menjebloska', 'sehat', 'moga', 'jalan', 'masalah']",enggak seauai tuntut orang menjebloska sehat moga jalan masalah
@TaufiKSudrajat-n9u,"['mudah', 'bapak', 'presiden', 'jadi', 'indonesia', 'bebas', 'korupsi', 'basmi', 'jahat', 'lindung']",mudah bapak presiden jadi indonesia bebas korupsi basmi jahat lindung
@hidayatullah2709,"['tikus', 'negeri', 'rugi', 'negara']",tikus negeri rugi negara
@cynthiaevelin8612,"['bro', 'masak']",bro masak
@MbahMu9829,"['penjara', 'ruang', 'vip', 'vonis', 'ikut', 'skenario', 'enggak', 'bocorin', 'duit', 'alir', 'partai']",penjara ruang vip vonis ikut skenario enggak bocorin duit alir partai
@fatimahsalha5796,"['mantap', 'final', 'liga', 'koruptor', 'champion']",mantap final liga koruptor champion
@danhajj8629,"['baik', 'keluarga', 'amin']",baik keluarga amin
@ianroyyan2614,"['aksi', 'korporasi']",aksi korporasi
@cibuq,"['semangat', 'sabar', 'karen', 'moga', 'bebas', 'tuduh', 'bukti']",semangat sabar karen moga bebas tuduh bukti
@WarisDoang-i1g,"['hukum', 'ringan', 'kapok', 'koruptor']",hukum ringan kapok koruptor
@mangatursitorus4934,"['tampil', 'alim', 'tampil', 'enggak', 'korupsi']",tampil alim tampil enggak korupsi
@navigator335,"['jabat', 'tak', 'pakai', 'jilbab', 'eh', 'cokok', 'kpk', 'pakai', 'jilbab']",jabat tak pakai jilbab eh cokok kpk pakai jilbab
@danielreichard9680,"['surabaya', 'periksa', 'harta', 'akar', 'lihat', 'tri', 'korupsi']",surabaya periksa harta akar lihat tri korupsi
@EvaLina-m3i,"['kayak', 'pertamax', 'pakai', 'cepat', 'habis', 'neda', 'shell', 'bp']",kayak pertamax pakai cepat habis neda shell bp
@rustam385,"['jujur', 'takut', 'jujur', 'moga', 'jujur', 'insya', 'allah', 'lindung', 'tolong', 'allah', 'swt']",jujur takut jujur moga jujur insya allah lindung tolong allah swt
@davidmanalu7934,"['koruptor', 'hukum', 'mati', 'bosan', 'dengar', 'muncul', 'koruptor', 'korupsi', 'ratus', 'trilyun']",koruptor hukum mati bosan dengar muncul koruptor korupsi ratus trilyun
@anwarhadja3127,"['kayak', 'akibat', 'keritik', 'bijak', 'manajemen', 'pertamina', 'rugi', 'komisaris', 'ahok', 'hkhk']",kayak akibat keritik bijak manajemen pertamina rugi komisaris ahok hkhk
@yulipurwanto9960,"['kpk', 'lucu', 'kemarin', 'anak', 'buah', 'tumbal', 'atasanya', 'merintah', 'berani', 'enggak']",kpk lucu kemarin anak buah tumbal atasanya merintah berani enggak
@MuhammadSaidSaid-ow1jd,"['berita', 'top']",berita top
@SelametAmex,"['bangga', 'rakyat', 'koruptor', 'miskin', 'minimal', 'penjara', 'umur', 'hidup']",bangga rakyat koruptor miskin minimal penjara umur hidup
@sisiliadp3080,"['hukum', 'mati', 'rugi', 'masyarakat']",hukum mati rugi masyarakat
@arumgondangmanis4580,"['khianat', 'negara']",khianat negara
@YogaPrabawa-dk8pe,"['lupa', 'usut', 'pertalite', 'harga', 'pertalite', 'mahal', 'vivo', 'vivo', 'suruh', 'harga', 'pertalite', 'ribu', 'vivo', 'ribu', 'an', 'something', 'wrong', 'harga', 'subsidi', 'mahal', 'harga', 'swasta', 'non', 'subsidi', 'something', 'wrong', 'bohong', 'pertalite', 'bilang', 'subsidi', 'enggak', 'mafia', 'hmm']",lupa usut pertalite harga pertalite mahal vivo vivo suruh harga pertalite ribu vivo ribu an something wrong harga subsidi mahal harga swasta non subsidi something wrong bohong pertalite bilang subsidi enggak mafia hmm
@Nameless2017,"['mantap', 'metro', 'tv']",mantap metro tv
@dodiapriadi4247,"['lembut', 'nangkapnya']",lembut nangkapnya
@Kang_Maxim,"['zaman', 'korupsi', 'hilang', 'gede', 'nominal']",zaman korupsi hilang gede nominal
@Naura9765,"['bismillah', 'moga', 'enggak', 'salah', 'komunikasi', 'enggak', 'malu', 'terang', 'bismillah', 'moga', 'enggak', 'salah']",bismillah moga enggak salah komunikasi enggak malu terang bismillah moga enggak salah
@bahagiahidup3188,"['hukum', 'umur', 'hidup', 'mati', 'biar', 'enggak', 'tiru', 'korupsi']",hukum umur hidup mati biar enggak tiru korupsi
@jatiwahyono1034,"['bumn', 'tikus', 'kepala', 'item']",bumn tikus kepala item
@frod2219,"['jumpa', 'akherat', 'broo', 'konsumen', 'pertamaxx']",jumpa akherat broo konsumen pertamaxx
@AndriSusanto-lk1bf,"['jaman', 'surabaya', 'scandal', 'pertamina', 'hambalang', 'lepas', 'geby', 'australia', 'asabri', 'centuri', 'astaghfirullah', 'beye']",jaman surabaya scandal pertamina hambalang lepas geby australia asabri centuri astaghfirullah beye
@makmursurjono8116,"['surabaya', 'dahlan', 'iskan', 'libat', 'nih']",surabaya dahlan iskan libat nih
@ultramenGokGok,"['bro', 'masak', 'gosong']",bro masak gosong
@gressasad3737,"['panggil', 'megawati', 'kisruh', 'rembang', 'berani', 'enggak', 'kpk', 'coba', 'bukti']",panggil megawati kisruh rembang berani enggak kpk coba bukti
@NorSetiawan-k3x,"['ngeri', 'perilaku', 'untung', 'nasib', 'ku', 'karyawam', 'bumn', 'enggak', 'kuat', 'tanggung', 'dunia', 'akherat']",ngeri perilaku untung nasib ku karyawam bumn enggak kuat tanggung dunia akherat
@MarikaMau-p4g,"['berita', 'kabar', 'baik']",berita kabar baik
@edisuryanto7753,"['kasihan', 'profesional', 'rugi', 'anggap', 'korupsi']",kasihan profesional rugi anggap korupsi
@alifakbarnugroho2448,"['total', 'uang', 'negara', 'korupsi', 'ribu', 'triliun', 'ungkap', 'hukum', 'negeri', 'coba', 'negara', 'laku', 'korupsi', 'dihuku', 'mati', 'enggak', 'ubah', 'bangsa', 'negara', 'maju', 'enggak', 'contoh', 'negara', 'maju', 'uang', 'hukum', 'diperjualbelikan', 'moga', 'pimpin', 'amanah', 'pandang', 'bulu', 'omon']",total uang negara korupsi ribu triliun ungkap hukum negeri coba negara laku korupsi dihuku mati enggak ubah bangsa negara maju enggak contoh negara maju uang hukum diperjualbelikan moga pimpin amanah pandang bulu omon
@AlfianRasyid-t8z,"['mantap', 'jaksa', 'dinas', 'negara', 'berantas', 'korupsi']",mantap jaksa dinas negara berantas korupsi
@TanahMas_8,"['suulliitt', 'berantas', 'bebas', 'nikmat', 'hasil', 'korupsi']",suulliitt berantas bebas nikmat hasil korupsi
@SarwantyAnty,"['indonesia', 'berani', 'hukum', 'mati', 'koruptor', 'perintah', 'jabat', 'libat', 'korupsi']",indonesia berani hukum mati koruptor perintah jabat libat korupsi
@irenemasinambow692,"['keren', 'presiden', 'sikat', 'koruptor']",keren presiden sikat koruptor
@TienSol-j4n,"['koruptor', 'marak', 'hukum', 'indonesia', 'lemah', 'ruu', 'rampas', 'aset', 'syah']",koruptor marak hukum indonesia lemah ruu rampas aset syah
@ronxander,"['kuat', 'fakta', 'benar', 'moga', 'allah', 'salah', 'salah']",kuat fakta benar moga allah salah salah
@ayikofficiall,"['persetan', 'ham', 'hadap', 'koruptor']",persetan ham hadap koruptor
@IrsanPradiputra,"['enggak', 'wajah', 'sesal', 'sedikit', 'uang', 'rakyat', 'korban']",enggak wajah sesal sedikit uang rakyat korban
@sudirmandirman2634,"['hukum', 'mati', 'hukum', 'umur', 'hidup', 'koruptor']",hukum mati hukum umur hidup koruptor
@komodo52,"['efek', 'bagi', 'kalo', 'bagi', 'adil', 'diam']",efek bagi kalo bagi adil diam
@herisumartono2422,"['instruksi', 'presiden', 'surabaya', 'presiden']",instruksi presiden surabaya presiden
@saraswatihariman8318,"['wanita', 'pintar', 'cerdas', 'moga', 'kuat', 'karen', 'semangat', 'moga', 'allah', 'lindung']",wanita pintar cerdas moga kuat karen semangat moga allah lindung
@NurAini-ns8lj,['mantap'],mantap
@ragiljumari683,"['lho', 'kpk', 'lho', 'tindak', 'profesional', 'salah']",lho kpk lho tindak profesional salah
@johanessaragih1044,"['karen', 'keren', 'maju', 'takut', 'kelas', 'kompas', 'saji', 'data', 'lengkap', 'dirut', 'karen', 'aksi', 'korporasi']",karen keren maju takut kelas kompas saji data lengkap dirut karen aksi korporasi
@MahkotaWalet,['parah'],parah
@heromail2903,"['mahkamah', 'agung', 'titik', 'lemah', 'berantas', 'korupsi', 'sangka', 'hukum', 'korupsi', 'korting', 'hukum', 'indonesia', 'hancur', 'korupsi', 'tanggung']",mahkamah agung titik lemah berantas korupsi sangka hukum korupsi korting hukum indonesia hancur korupsi tanggung
@RuangAntiKorupsi,"['komika', 'tahan', 'nafas', 'harap', 'angkat', 'tangan', 'pikir', 'mundur']",komika tahan nafas harap angkat tangan pikir mundur
@NataliaNur-v9m,"['hukum', 'berat', 'rugi', 'negars']",hukum berat rugi negars
@dedyrosidi7619,"['jaksa', 'agung', 'nangkap', 'hakim', 'ringan', 'bebas']",jaksa agung nangkap hakim ringan bebas
@sugipwd8348,"['aiisshh', 'koruptor', 'enggak', 'hukum', 'mati', 'tangkap', 'muncul', 'laennya']",aiisshh koruptor enggak hukum mati tangkap muncul laennya
@rahmahseptiani4772,"['hukum', 'umur', 'hidup', 'harvey', 'moes', 'tryt', 'besar']",hukum umur hidup harvey moes tryt besar
@unangpancing5025,"['trilyun', 'broo', 'enggak', 'uang', 'sisa', 'sisa', 'tabung', 'negeri', 'doongg', 'hukum', 'aman', 'uang', 'banyaakk']",trilyun broo enggak uang sisa sisa tabung negeri doongg hukum aman uang banyaakk
@sultanisra8796,"['seru', 'nih']",seru nih
@muarofah_arfn0401,"['mantap', 'gila', 'lovee', 'deh']",mantap gila lovee deh
@madyevanangel1862,"['karen', 'salah', 'atur', 'jebak', 'olah', 'salah', 'dirut', 'kayak', 'jadi', 'dahlan', 'iskan']",karen salah atur jebak olah salah dirut kayak jadi dahlan iskan
@Nicaart_0,"['bareng', 'luncur', 'danantara', 'laku', 'moga', 'hukum', 'mati', 'amin']",bareng luncur danantara laku moga hukum mati amin
@rahmannurhidayat3662,"['hukum', 'mati']",hukum mati
@Ariman-r3z,"['pantesan', 'hidup', 'mewah', 'rugi', 'rakyat']",pantesan hidup mewah rugi rakyat
@kodel26,"['sangka', 'korupsi', 'laku', 'sopan']",sangka korupsi laku sopan
@MasAnamChanel,"['sangka', 'aku', 'ngoplos', 'pertamax', 'pmerintah', 'bantah', 'anjir']",sangka aku ngoplos pertamax pmerintah bantah anjir
@ChanKeta-hh7ne,"['fix', 'penjara', 'nih', 'enggak', 'nego', 't', 'bayar', 'manusia', 'gelap', 't', 'beres']",fix penjara nih enggak nego t bayar manusia gelap t beres
@HermantoH-ko4io,"['negara', 'maju', 'makmur', 'sejahterah', 'korupsi', 'tekan', 'minimal']",negara maju makmur sejahterah korupsi tekan minimal
@aryahakim5888,"['moga', 'salah', 'proses', 'adil', 'adil', 'salah', 'moga', 'orang', 'balik', 'layar', 'bumn', 'pertamina', 'kelas', 'kakap', 'muncul', 'muka']",moga salah proses adil adil salah moga orang balik layar bumn pertamina kelas kakap muncul muka
@ardaardi9963,"['mantap', 'bapak', 'jagung', 'apeng', 'riau', 'pertamina', 'moga', 'hasil', 'cuci', 'uang', 'tambah', 'kas', 'uang', 'negara', 'apreasiasi', 'bapak', 'presiden', 'bapak', 'prabowo', 'subianto', 'djojohadikusumo', 'moga', 'alir', 'kelola', 'minyak', 'mentah', 'milik', 'negara', 'salah', 'kelola', 'masuk', 'tambah', 'kas', 'uang', 'negara']",mantap bapak jagung apeng riau pertamina moga hasil cuci uang tambah kas uang negara apreasiasi bapak presiden bapak prabowo subianto djojohadikusumo moga alir kelola minyak mentah milik negara salah kelola masuk tambah kas uang negara
@Lembu-ug6fe,"['indonesia', 'kayak', 'makmur', 'kalo', 'bebas', 'tikus', 'rakus', 'darurat', 'hukum', 'mati', 'un', 'korupsi']",indonesia kayak makmur kalo bebas tikus rakus darurat hukum mati un korupsi
@marnitumanggor9743,"['rakyat', 'indonesia', 'resah', 'naik', 'harga', 'sembako', 'beras', 'tolong', 'bapak', 'ketua', 'lembaga', 'sidik', 'kpk', 'profesional', 'usut', 'tuntas', 'tolong', 'tebang', 'pilih', 'usit', 'tuntas', 'decision', 'maker', 'bijak', 'instruksi', 'presiden', 'ri']",rakyat indonesia resah naik harga sembako beras tolong bapak ketua lembaga sidik kpk profesional usut tuntas tolong tebang pilih usit tuntas decision maker bijak instruksi presiden ri
@arifinahmad2311,"['berani', 'koruptor', 'maantab', 'hukum', 'indonesia', 'leemah', 'enggak', 'berani', 'sah', 'uu', 'rampas', 'aset', 'koruptor', 'enggak', 'berani', 'sah', 'hukum', 'mati', 'koruptor', 'tegak', 'hukum', 'berani', 'main', 'kong', 'kalikong', 'koruptor', 'enggak', 'berani', 'audit', 'hakim', 'jaksa', 'polisi', 'rentan', 'main', 'suap', 'koruptor']",berani koruptor maantab hukum indonesia leemah enggak berani sah uu rampas aset koruptor enggak berani sah hukum mati koruptor tegak hukum berani main kong kalikong koruptor enggak berani audit hakim jaksa polisi rentan main suap koruptor
@Dhanung,"['seharuse', 'hukum', 'mati']",seharuse hukum mati
@angkihunam9396,"['lucu', 'tau', 'negara', 'miskin', 'korupsi', 'biar', 'masyarakat', 'bingung', 'undang']",lucu tau negara miskin korupsi biar masyarakat bingung undang
@HeruSantoso-uj6en,"['serta', 'liga', 'korupsi', 'tambah', 'antam', 'sawit']",serta liga korupsi tambah antam sawit
@totohusodo550,"['rakyat', 'pasrah', 'tau', 'colong', 'ayam', 'ketangkep', 'masuk', 'bui', 'apa', 'alas', 'masuk', 'bui', 'pintar', 'argumen', 'perintah', 'jabat', 'rakyat', 'pandemi', 'pandemi', 'maling', 'ayam', 'masuk', 'bui', 'peduli', 'apa', 'alas', 'adil', 'rakyat', 'rakyat', 'salah', 'adil', 'adil', 'adil', 'tau', 'jabat', 'mantan', 'jabat', 'wallahu', 'alam', 'bisawab', 'sangka', 'argumen', 'sangka', 'beladiri', 'muak', 'muak', 'sangka', 'sesal', 'jadi', 'sebab', 'sangka', 'seret', 'jadi', 'sangka', 'bukti', 'adil', 'tim', 'kuasa', 'hukum', 'sangka', 'bilang', 'bicara', 'bukti', 'sangka', 'salah', 'bikin', 'opini', 'publik', 'rakyat', 'bodoh', 'kpk', 'tetap', 'sangka', 'kpk', 'bukti', 'tarung', 'adil', 'bukti', 'bikin', 'opini', 'publik', 'muak', 'moga', 'allah', 'selamat', 'lindung', 'hidup', 'rakyat', 'pasrah']",rakyat pasrah tau colong ayam ketangkep masuk bui apa alas masuk bui pintar argumen perintah jabat rakyat pandemi pandemi maling ayam masuk bui peduli apa alas adil rakyat rakyat salah adil adil adil tau jabat mantan jabat wallahu alam bisawab sangka argumen sangka beladiri muak muak sangka sesal jadi sebab sangka seret jadi sangka bukti adil tim kuasa hukum sangka bilang bicara bukti sangka salah bikin opini publik rakyat bodoh kpk tetap sangka kpk bukti tarung adil bukti bikin opini publik muak moga allah selamat lindung hidup rakyat pasrah
@asepsunarya4924,"['hehe', 'sptnya', 'hukum', 'berfihak', 'kuasa', 'kroni', 'tumpul', 'teman', 'tajam', 'lawan', 'adil', 'sptnya', 'formalitas']",hehe sptnya hukum berfihak kuasa kroni tumpul teman tajam lawan adil sptnya formalitas
@alvar_crafter,['sadis'],sadis
@SuasanaAlami,"['keren', 'uneg', 'rakyat']",keren uneg rakyat
@latugaproperty6106,"['jabat', 'china', 'lantik', 'wajib', 'kunjung', 'penjara', 'koruptor', 'china', 'calon', 'jabat', 'keluarga', 'wajib', 'ikut', 'tour', 'penjara', 'koruptor', 'narapidana', 'korupsi', 'sengsara', 'tunggu', 'gilir', 'eksekusi', 'enggak', 'ganti', 'retreat']",jabat china lantik wajib kunjung penjara koruptor china calon jabat keluarga wajib ikut tour penjara koruptor narapidana korupsi sengsara tunggu gilir eksekusi enggak ganti retreat
@Bangun-Indonesia-Gemilang,"['dukung', 'penuh', 'berantas', 'korupsi', 'hukum', 'berat', 'koruptor', 'miskin', 'koruptor', 'sahkan', 'undang', 'rampas', 'aset', 'koruptor']",dukung penuh berantas korupsi hukum berat koruptor miskin koruptor sahkan undang rampas aset koruptor
@efdijata675,"['keren', 'jaman']",keren jaman
@RizTheUrbanExplorer,"['presiden', 'surabaya', 'dahlan', 'iskan']",presiden surabaya dahlan iskan
