username,comment
@ruditekhnikanto7998,hukum mati koruptor kalau tidak berani hukum mati koruptor maka pemerintahan prabowo sama saja dari dahulu pro terhadap koruptor negara lawak indonesia
@pakdenur9514,masak hanya segitu boss
@mahadewa9371,ini manusia biadab hukum mati saja buakan merugikan negara tetapi merugikan rakyat yg sdh membeli bbm pertamax
@NKRI-m5k,kalo ga di curigai rakyat gelap pemerintah ga gerak
@herisetiawan4262,tetap korupsi selagi masih bisa
@lorenmoi1018,mau subsidi atau non subsidi tetap saja masyarakat dikerjai oleh para pejabat di indonesia ini
@rooslilasiregar5883,ya ampuun masih muda ya tp sdh jahat pikirannya serakahnya
@DHIMAR-I,semakin menjamur yg koprupsi tembak mati aja napa sih biar pada takut
@edijaya3579,maksudnya penyiar ini tanya pak presidennyakah kenapa bisa ada instruksi korupsi eh salah instruksi presiden cmiw
@hanifa2176,harun masiku gimana bos e ktp kemana sekarang kpk now
@KidsRoomIndonesia,bayar dlu utang tol itu pakde lu yg bikin rakyat lu bebanin
@Kertas_Ajaib.,emak aja bisa korup kok masa yg punya burung g bisa ahok mana ahok si cina paling keras boss
@Kaidakusayang,hukum mati keluarga nya di miskin kn
@anwarsip6428,memang harus di hukum mati para koruptor iblis
@Delahaulinnuha,sibangsatt
@elyasermarumbona3791,kirim ke kongo aja org kaya gini tdk punya hati nurani
@N0ne3,ayolah pak presiden kembalikan petrus biar bisa menghukum mati yg korupsi
@kura-san353,kepengen tak colok matane
@arifwae2839,lah itu kan tim sukses di
@ARMYFARMChannel21,ahok sbg komut pertamina induk apa fungsinya ya
@ChanChan-pr9cb,mau jdi apa indonesia bnyk korupsi
@valentinorosi4444,hal yang sangat biasa
@aguspurwanto74,pantes mesin pd rusak seharusnya mesin pake pertamax ini di oplos sma pertalite yg di salahkan perusahaan motor atau mobil
@MasJarwo-k8o,buka masker nya jangan di kasih masker mreka
@fachriwijayanto9,ini mah bukan negara aja yg rugi tapi masyarakat yg menggunakan pertamax
@tabungijo2174,pemerintah harus tegas beri hukuman berat jgn sampai sprt kmrn korupsi t dihukum hny th penjara doang beri hukuman berat th plus sita semua harta nya
@Vlogkeseharianyangmenyenangkan,benget na darongo
@AwaludinUdin-br6cw,harus diusut sampai tuntas ternyata mafia semua isinya
@Gakadanama90,kalau saya jadi presiden ri hri bekerja langsung ketok palu buat undang hukum mati bagi koruptor
@sigitm2213,miskinkan
@zoro_nxb,hukum mati aja gak sih hidup juga ngerugiin negara
@totokkerot6541,negara dirugikan t rakyat pemakai pertamax dirugikan berapa selama ini jika ditotal bisa lebih dari t itu duit sebesar itu disimpan dimana oleh mereka jangan untuk bansos dan dana penilu yg lalu
@Walidkabir-vj1wr,pukuli dulu napa baru masokan penjara
@Pakdhe_Tutor,coba ada hukuman mati minimal ambil semua harta kekayaan semua
@God-m4m,era prabowo ni boss tangkepin koruptor kelas kakap itu koruptor diangkat era siapaya kok aman usut tuntas sampai ke dahannya klo udah baru akarnya
@adysulistyonod560,ikuti aliran dananya masuk kemana saja
@IswandaId,kalau uang gak balik percuma di tangkap malah bebani negara ngasih dia makan di penjara lebih baik di hukum mati
@erip6208,mau percaya negara jg percuma sekelas pertamina saja mental nya maling
@sotya86,geram rasanya liat muka maling
@denn296,jadi penasaran seberapa berat hukumannya mau gw bandingin sama kasus kerugian negara t yg kmrn
@clskywalker45,pengkhianat bangsa sesungguhnya ialah koruptor
@ahmadsyafii7640,korup triliyunan nih pak prabowo di sita aset apa di hukum pancung
@limazyrimprod1059,hukuman mati mruoakn momok yg mngerin bagi pmbuat undang takut jd boomerang
@renggiprasetya9441,binatang biadab
@ratelittarigan4241,aneh zaman sekrang harga diri tdk ada demi uang direktur sebgai pemimpin di borgol di mensos a aah
@rudidwisusilo,kebangetan ini kalau nggak sampai di hukum mati
@adilijokowii,bung hatta udah ngasih usulan buat menyusun dan mempersiapkan revolusi tapi pada buru ngajak proklamasi kemerdekaan dan dampak kerusakan sistematisnya berimbas sampe sekarangg yaa karena dari awal kita gak pernah merdeka kita cuman mengusir penjajah padahal dari zaman hindia belanda sampai hari inii kita dijajah bangsa sendiri
@friteadamseptadha262,tambah maju deh negara ini ndak tanggung skr para koruptor triliunan yg diambil lanjutkan pumpung pemimpinnya melegalkan biar tambah maju rakyatnya hidup koruptor
@HaniHani-iq1sx,mafia berdasi udah punya jabatan mentereng gaji besar masih serakah dasar manusia serakah tamak semoga d akhirat nanti mendapat balasan yg dahsyat dari allah swt
@CraengTua,miskinkan
@firmansyahtj4940,paehan kangeunahan teuing
@da8772,pantesan ahok mundur ternyata karena ini
@noobman_opbr887,brengsek emg wajib hukum mati bubarkan ham
@mamatfaaz,dasar tak tau malu pemimpin pengecut maling
@ABDROSLEERAMAD,biasa nya kalau ikan jerung yang membaham pasti akan senyap dan lenyap sahaja tetapi kalau ikan bilis yang buat hal pasti di siasat pasti di tangkap pasti di hukum dan sudah semesti nya di hantar ke bilik penjara
@ArifKecong-b1k,kpk mana kpk kamu kerja ap kpk ap tidak malu ya para pejabat kpk
@faridabachrudin1786,mengapa ya maling biadab yang ditangkap wajahnya selalu ditutupi masker
@jokitembak,kpk dah ga bekerja maxsimal
@NizarJalenmaron-mz7yo,sita asetnya hukum mati pelakunya
@NyoniNingsih,muka songong bikin rakyat sengsara
@Untung-ee6lt,paling pura masuk tahun
@marianussanaksanak4972,di hukm mati saja
@suharsabinamarga1171,kelihatan seperti yg lugu ternyata srigala otak ngeres pd pencurian penjahat kakap
@fuqtagusriyanto400,yang disalahkan pengecer
@famillytv3537,bukan negara yg rugi tp rakyat beli prtalite harga prtamax
@bonk333,aspirasi rakyat agar indonesia tidak gelap miskinkan dan hukum mati atau minimal seumur hidup bagi para koruptor
@hendra2232,di miskinkan penjara seumur hidup
@sasanawira2295,please matikan mereka semua kenapa berulang ulang kasusnya
@DonDon-o5d,jangan undang korupsi nya saja yang digunakan tppu sama tindak pidana oplos pertalite jadi pertamax juga digunakan pak biar penjara nya makin lama
@Dzahiya,langsung cemplungin ke tanki bbm
@clskywalker45,ganti robot dan ai aja udah bebas korupsi
@AlvaroDaga-f3d,paling penjara thn
@agustuslukaswidyarso1179,isi bbm ke pom non pertamina saja
@herisumartono2422,kl terkait perbuatan trilyun oom jhonny g plate itu atas instruksi siapa kah
@infinixs5-hr6nu,sby panik g tuh
@Syaprizalputra,perintah jabatan kau bilang monyongmu itu dasar nenek tua
@Syaprizalputra,giliran dirut yg berikutnya
@kopiluwak3984,kalo intruksi presiden tangkap presidenya soalnya negara merugi pantesan ngotot pngen anaknya jd slah satu caapres
@muginartiprigi7300,interupsi presiden kerja yang benar bukan untuk di suruh korupsi
@sukaltarawan7772,drpd dpr berkata tni seperti gerombolan mending bikin undang hukuman mati bg pejabat yg korupsi knapa dpr gak membuat undang itu takut yaa menimpa anda
@bennyconstantine7593,uang sdh dikeluarkan tp barangnya ngak ada bahkan kapalnya pun tidak bersandar ini maahh merampok uang pajak atau uang hutang negara pantesan ngrnya miskin melulu
@BucilBucil-jd4ll,bajingan semua bela diri pula
@nurriskakustanti8988,kayak nya karen jadi korban politisisasi
@rohmanibnuahmad7001,negara china amerika jepang mana berani korup segede itu lemah indonesia dong korup ga nanggung
@krisharyono4099,negara isinya maling
@Purwanto-ze2fu,pasti gerombolan simoncong banyak yg terlibat
@ferrysetiawan4527,korupsi berjamaah layak dimiskinkan semua harta disita
@nurmochrisdianto1259,ambruklah indonesia
@passaku7362,kalau korupsi triliunan ga di hukum mati kacau sih emang nih negara tikus
@renisyafrawi1809,hukum mati sj pak
@yonathanhandoyo4568,kira uang segitu dimakan sendiri atau dibagi dengan orang tertentu ya
@BidanBurung,malingnya berdasi rapi
@reyhanpnkri1840,pengen mukul muka nya para koruptor njirr
@banggodir5083,ya allah kenapa indonesiaku seperti ini
@nekowa1300,hukumnya kurang berat si jd ga ada yg takut udah ga dimiskinkan minimal potong jari dari juta m jadi kalo t ya udah potong jari aja minimal punya tangan kaan meski ga punya jari apa per ruas jari per juta
@kezokideray1896,percuma kalau tdk di hukum mati
@DECLAN-Gooners,palingan tahun di penjara
@ahmadasuri8819,ham mati contoh china vietnam
@ghary_rivaldo,uwenak ciik
@rozeng4247,budaya indonesia yang selalu di jaga sampai sekarang korupsi
@jbb1999,ini manusia atau dewa ya
@agustuslukaswidyarso1179,semua lembaga negara konoha curaption bahkan lembaga kementerian agama ngeri negara paling religious dimuka bumi
@myphone7803,korupsinya berjamaah terus
@hm.soeharto,hukum mati biar ada efek jera
@DiandraWidodo-c4b,oala slama ini pertamax di spbu pertamina bagus ternyata oplosan wes beli ribet barcodean banyak aturan dagangan palsu enggak bahan bakar oli wes lengkap mendingan shell kualitas bagus enggak ribet
@ahmadsauban8540,masyarakat bisa nuntut gak sih minta ganti rugi banyak yg pake pertamax
@robetmanawi6906,ya tuhan
@poernomoyusgiantoro5714,mereka tau para koruptor itu tau hukum bisa dibeli dg hasil korupsinya mereka tau di dalam sel penjara itu seperti hotel mewah mereka tau bisa jalan bisa liburan mereka tau dipenjara tidak akan lama saat keluar masih kaya raya dan bisa menikmati hasi mega korupsinya
@suryadibakhtiar595,bakal keluar lagu baru
@romariodreams6056,hukum mati
@JoniJoni-bo7ue,gila kemarin timah rugikan t sekarang petinggi pertamina rugikan t ayo mahasiswa yg kemarin demo indonesia gelap turun lagi untuk perampasan aset saya yakin prabowo akan senang hati menerbitkan perpres uu perampasan aset
@andifaisal7069,ok gas ok gas ok gass
@etosprabowo2144,suarakan tagar hukum mati koruptor
@gubukberas,jgn cuma ngomong kerugian negara bagaimana dgn kerugian konsumen
@ciptadamai,hukum mati dong jangan ragu
@yansenmaruli7758,negara seperti ini kondisinya miris sekali negara tdk punya uang karena korupsi malah peras rakyat dari pajak ujung ujungnya
@Kushertanto,hukum dinegeri wakanda setelah ketok palu vonis tahun potong masa tahanan kenyataannya bisa jalan keluar kota negeri walaupun status sebagai napi perlakuan khusus petugas lapas ke napi berduit eks pejabat tinggi remisi presiden menjadi setengah dr vonis sidang lebih setuju kalo koruptor di miskinkan aja
@RestuHudaya,kenap ya tersangka korupsi di indonesia tdk di hukum mati aja biar pada binasa
@adiglend5768,korupsi ni hukum sebrat beratnya bila perlu hukuman mati biar hilang korupsi di negara ini manusia serakah siap betul sudah kaya juga pergi korupsi lagi
@sutono247,indonesia akan semakin bobrok kalau hukumnya tdk sekeras china
@asokadaio4671,perhatikan wajah para koruptor tenang dan menghanyutkan koq bisa tenang karena sudah kaya raya harta bisa beli segalanya di negeri wakanda termasuk masa hukuman termasuk bui mau penjara tahun atau tahun mau ruang bui dgn fasilitas ber juga bisa yg penting bayar dengan apa harta makanya tidak ada yg takut korupsi tidak ada yg takut dipenjara di negeri wakanda jiran negeri konoha
@erwinwahyu790,hukum gantung mafia minya
@aliframadan2904,yg gini ininikin rakyat menderita rakyat berjuang matian di level bawah banying tulang buat nyari makan dan bayar pajak ternyata yg d atas begini apa gak mampus rakyat yg d bawah sementara yg kriminal gini bnyak yg d lindungi dan hukumannya malah di ringan kan kapan mau ada efek jera buat yg lain
@masyarakatbiasa558,si anyingg
@jasmadi_6879,di hukum matipun halal jasadnya merugikan konsumen seluruh indonesia
@wawahanfardo,klw korupsi gini gak ada itu yg namanya keluarganya nangis bikin nangis dong seperti sesama tahanan lainnya d borgol ya tengkurep dong boss gmna ini pilih kasih
@Aprilio-idn,beneran gelap ini mah
@masyarakatbiasa558,hrusnya suruh minum pertamak itu si anyingg
@FeriYanto-uj7yh,percuma di tahan di dalam sana juga dapat sembuaran ac selama hukum di indonesia tidak bisa seperti china dan korea utara yg berani tembak mati para korup jangan mimpi korupsi bisa di basmi
@Ramlisiagian1966,masih banyak yang jujur dan pintar dan bijak di negara ini teapi begitu lah keadaannya seakan akan sudah menjadi budaya yang kurupsi tsb tetapi ini sudah kelewat begitu besar yang dikurupsi karena itu sudah pantas mereka para tikus besar itu dihukum mati atau disuntik mati saja
@kiwielcacuygaming8728,emang nya gak cape nangkepin koruptor mulu ya karna hukum nya lemah
@sopianharis7936,fungsi komisaris bmun itu buat apa
@SitorusSitorus-g6z,orang seperti inilah musuh negara yg sampai hati menyengsarakan rakyat dmn hati kita yg penuh kebersamaan itu yg penuh ksh sayang itu kok tega kalian korupsi utk memperkaya keluarga atau kronimu disana bnyk saudara kita yg antara makan dngn tdk mkn
@okichannel7248,hukumannya harus berat supaya ada efek jera jangan rakyat sipil terus yang di hukum berat buat apa bayar pajak kalau duitnya di maling terus sama pejabat negara
@AbenSima,botakin tuh para bandit ahli edit tolong merapat kita gasken supaya kena mental para bandit dan keluarganya
@edisonl.tobing4603,mafia lama papa minta saham rc baru ini ketangkap
@adiherdiyana3039,yang saya heran kenapa selalu kerugian negara yang di up sekali dihitung lah kerugian masyaratkat yang beli pertamax selama beberapa tahun kebelakang pasti lebuh dari t kayanya g cukup dimiskinkan tu oknum
@HajiAmir07,sampai kapanpun indonesia tidak akan jadi negara maju tidak akan jadi negara kaya raya rakyat sejahtera kalo hukum di negeri ini tidak menghukum mati koruptor dan kejahatan berat lainnya
@murniyati2969,bandit
@Ramlisiagian1966,para koruptor di pt pertamina patra niaga sudah digaji besar tetap juga kurang karena itu sudah layak para tikus itu dihukum mati saja
@dea7779,ini korupsinya paling sdh beroperasi puluhan thun sekarang baru ditangkap sy ykin dari dulu sdh menyetor ke para petinggi pemegang hukum maknya mereka amn mungkin di era prabowo semua mulai takut sehingga kasus ini baru terbongkar
@alisodik3439,menyala koruptor kuu
@morisonpasha3592,kalo sudah bicara korupsi trilyunan wajib hukum mati jasadnya lempar ke laut agar bermanfaat bagi ekosistem laut semua aset pribadi klrg di sita dilelang untuk bangun fasilitas infrastruktur di daerah tertinggal kan lebih berguna
@uyansetiawanaskam3628,kenapa dipakaikan masker
@Jieand_Matukejieandclaudia,selama presiden td brani mnghukm mati para korupsi jngn menghrap rakyt bisa sejtra hany pejbt dan penguasa ngri in yg mnikmti kekayaan alam di negri kita ini
@suyotoatmonegoro7465,kira hukumannya berapa tahun yaa
@Baduylapantilu,hukum mati
@abdurrohman6733,hukum mati s setan itu
@daunhijau5395,yaelah palingan juga hukumannya tahun ama denda jt aja
@aliethofan6223,gak merugikan negara tapi sudah membuat marah rakyat hukum mati pakk
@LombokIjo-xu2zg,triliun aja banyak banget ini sampai ratusan triliun
@pangerannana2959,hukum mati miskin kan sampe anak cucunya gk kapok lo
@dja2_ng,siapakah sihh yg milih masukan manusia busuk gini ngerusakk
@riotz370,hukuman mati jasadnya jangan dikubur digantung sampai tulang belulang indonesia darurat korupsi harus ada langkah ekstrim dan tegas
@hs407hendr,perusahaan plat merah sarang korup
@Pacitanfc,setan doyan duit jga ya
@topikhidayat6951,mungkin untuk menjabat mereka bayar
@Haidar-u2g7i,tambah lagh penghuni neraka
@HajiAmir07,pantesan banyak pertamax mengerak itu akibat pertalit di oplos jadi pertamax biadab jing
@gatotherdiyanto3639,indonesia darurat korupsi hukum mati da rampas asset mereka turunan rakyat aja mereka kadalin
@dikporland6249,semoga hidupnya menderita dunia akherat
@ArrijadJan,korupsi rugikan negara t fonis thn penjara korupsi rugikan negara t fonis thn penjara mungkin hukum para koruptor yg akan dijlnkan di nkri kita bagusnya hukuman mati biar ada unsur gerah bagi pejabat jahanam
@julyantoyanto3007,semua koruptor harus di miskinkan
@gatotherdiyanto3639,buka masker jangan fitupmuka biar se ind tahu licik
@jaysetiawan9639,cape tinggal di indonesia
@Hjhhh-u2j,biadap ni orang terkutuklah kau cocoknya
@ChairumanAnsori,mongken ada temennya itu
@jerryprasetyo9653,gak punya malu sedikitpun serakah
@marwanari3075,rick erick di bumn masih kacau lu malah urusin bola masih banyak pr tuh bocah aja ngerti kerjain pr dulu baru maen bola
@aquesokaraja8419,gajinya kurang kalo lembur untuk urusan negara masa iya gak di bayar serakah kok maksimal
@truthvslie3821,bongkar bu ka pasti sby dan meneg bumn saat itu terlibat
@putriatika1,impor tp duit doang keluar sedangkan barang mampir aja tidak yg atas kuat an cuci tangan kambing hitam harus keluar biar kasus diam dan rakyat senang
@NurHasan-k7r,siapa yg gak mau duit duitkan manis
@dumprettt5780,firly harus di tahan
@rexistancerex,kalau presiden nyuruh harakiri harus dilaksanakan juga
@pamungkasputra9894,yang kerja di pertamina senyum saja
@Nasimin-ee9md,yang namanya instruksi presiden itu adalah perintah jabatan harus dilaksanakan instruksi presiden untuk tidak korupsi tapi masih korupsi
@iyrw21,oke kalo perintah jabatan tapi sebelum beli lapor dulu kan ke pemerintah mau beli yg kapasitas berapa dan spek yg gimana lalu pemerintah pasti double check kan ya semoga sih ga mungkin ga dicek ya kaan ya kaan jangan membodohi masyarakat dengan pingpong game
@iyrw21,bu karen ini idolaku banget pas kuliah selalu kudonlot interviewnya
@ranggalampung4975,mengapa analisa demand dan peruuntukannya tdk clear dan tdk di konfrontasi kan dengan pembuat instruksi
@sukmasukma7150,mulut sok suci menjebak kebencian siar kan ke masyarakat miskin kan sampai ke keluarga nya
@syarifdokma8405,makanya tangkap tuh jokowi yg sdh buat hancur lebur indonesia saat ini
@ShellaEvivaniarenyaan,krenapa seorang mantan wakil presiden harus membela karenn yang jelas bersalah
@Masnugroho75,yang dirugikan bukan negara tapi rakyat beli oplosan pertalite jadi pertamax semua duit rakyat itu gentho
@bangnopan361,potong tangan aja biar jera
@Mutiara_islam779,demo lah perampasan aset biar koruptor jadi miskin
@IwankAja-u4n,semua kan di ketahui dan di setujui oleh menteri esdm
@arifkusnaini51,sudah waktunya koruptor di hukum mati kl mau negara ini makmur
@BulanSabit-lz1pf,percuma koruptor ditangkapin kalo hukuman nya ga menimbulkan efek jera bagi pelaku korupsi negara tidak hadir untuk menghukum seberat nya pelaku korupsi andai saja negara bisa membuat produk hukum yg bisa menghukum seberat berat nya pelaku korupsi dan memiskin kan pelaku nya baru lah korupsi pasti pelan akan hilang tapi kalo hukuman nya masih seperti sekarang ini jangan pernah berharap bnyk lah
@AgusSuyatna-f6x,hasil curiannya beli tanah lahan terus di pagari pake bambu di los angeles amerika aja
@herlin5750,triliun kerugian negara kerugian konsumen belum dihitung karena pertalite dioplos pertamax kemudian dijual sebagai pertamak sudah berapa milyar liter pertamax oplosan ini beredar dimasyarakat harus dihitung juga kerugian konsumen pertamax
@rinaldyrisman-dz4fg,manusia rakus lebih dari fir aun udh keturunan jahat bisa jd turunan
@herlin5750,hancur negara ini
@bintartoaribowoaribowo2817,hukumannya mestinya ringan krn yg rugi rakyat konsumen bkn negara
@didithesherif1513,gila korupsinya udah bukan milyaran lagi tapi udah triliunan harusnya udah bisa diterapkan hukaman mati tuh
@nataneltoni295,bukan main lembut nya pelayanan petugas baju nya di kancingin pemasangan borgol nya penuh kelembutan mmg lah kalau org papan atas yg korup sungguh sempurna
@oemgy1684,ingat gk bulan mobil yg isi pertamax pada rusak saringan filter mobil yg periksa kualitas pertamax kan org pertamina tersebut konsumen di rugikan ada ganti rugi gk
@girenpain2711,lah ngapain impor lng cadangan lng aja berlimpah
@ezimardianto1298,gaji udah besar tetapi juga korupsi
@ezimardianto1298,banyak sekali bohong mu buk rakyat bukan bodoh
@TEGUHHARIANTO-yn7up,memang negeri salah satu begeri terkorup terlaku banyak manusia yg kelakuannya lebih hina dari binatang kotor busuk rakus dan menjijikkan ini masalah moralitas integritas dan mental bangsa kita ini udh sakit nyaris semua orang yg diberi amanah justru berkhianat memalukan mrk gak yakut allah gak takut dosa bangsa ini didominasi oleh manusia bermental korup siapapun yg diberi jabatan korup kejahatan buian hanya karena niat saja tp juga kesempatan
@mapuldoank4208,sekolah tinggi ujungnya jd koruptor biadab hukum mati koruptor udh melanggar ham rakyat indonesia
@mariabutarbutar2005,kok suaranya ndredeg bu
@puriaza9794,kpk bodoh teledor terlau arogan hatihati kpk juga banyak mapiya goblog nya
@Sayha1978,tampang malaikat kelakuan iblis
@jamalludin7435,rakyat susah cari uang ini korupsi aduhh
@diponegoro9,saya percaya dg bu karen yang sabar bu tahun depan pemerintahan baru insyaallah lbh amanah dan adil bu karen bisa ajukan pk insyaallah bebas
@Rockstar20k-z3f,indonesia budaya korupsi sudah biasa bagi pejabatnya saya juga mau cukup milyar saya siap dihukum tahun
@harrybelavonte7752,busyet dah mencuri koq bisa rombongan begini yak mungkin ni orang tidak pernah diikut sertakan dalam retret makanya mereka tak mengerti bahwa uang rakyat itu gak boleh di curi kali ya lagian uang dari curian itu kalau buat makan keluarga hukumnya kan harom he
@wahyuagung979,yg bikin bensin juta rakyat indonesia lebih mahal
@myadiutama3607,bongkr semu koruptoor miskinkan dan hukum bert kasian gua bayr pajk trus dimakn tiku ungny
@pipinpipin8255,ya ampyuun dikala rakyat susah kok masih ada yg tega nya korupsi segitu gedenya
@bazurifadillahamin,hukum pancung pas lah
@denihermawan5039,trs aja kumpulin yg tubpara koruptor plg dihukum tahun maksimal hukum alam yg akan memberi contoh karena salah satu sumber alam mereka yg merampok utk perutnya sndiri inget kalian para koruptor sy dan sekuruh keturunan saya sambungan gak ridho pajak yg sy bayar kalain makan meski setetes itu sumpah saya buat para koruptor
@razakiriantoirianto1687,pasteslah rakyatnya miskin melaraatt
@seriousbronco28,sejak berdiri selalu jadi atm tiap thn sekali selalu ada yang masuk penjara
@hanunnasywa7517,miskinkan korupsi pak mahasiswakon demo
@ryanprabowo3326,konoha krisis moral dan akhlaknya
@stardavid999,seluruh rakyat wajib demo ke dpr utk memaksa dpr utk merevisi undang koruptor rakyat menggugat
@hanunnasywa7517,sudah bertahun kok baru ketangkap
@ngajitouring3433,periode itu ada ahok kmn beliau ya
@duniatipu-tipu7755,ahok di cek juga lh
@muammarkhadafy6574,tebak tebakan berapa tahun
@TonnySoeminardi,bongkar semua dalang dr semuanya ini jgn pilih jgn ada yg dijadikan tumbal dan hukum seberat beratnya
@muhamadyusuf5243,percuma di tangkap paling juga hanya beberapa taun penjara masyarakat udh bosen berita korupsi mending ga usah di liput
@Ary-c1n,pasti sekolah dan bahasa inggrisnya bagus sayang ujung ujungnya korupsi
@karnanharyono3271,kurang ajar dimiskinkan sita aset hukum seumur hidup kerja paksa
@anak_kampung366,disini spertinya kpk diberi kewenangan khusus bukan lg umum spertinya kpk menangani mslh dlm pemerintahan dn kejagung mslh berkaitan dg kesejahtraan rakyat
@adrianusandi3246,ujung nya hukuman lebih ringan daripada pelaku nyolong ayam tetangga hahahha
@justink72,hukum mati semua sampai ke dalangnya hayo pak gemoy yg katanya mau memberantas korupsi sampai ke antartika jangan cuma omon doang buat uu hukuman mati buat koruptor
@NKRI8923,dikasih tuhan hidup enak masih pingin lebih enak jadinya dapat yg tdk enak
@SugiantoAnto-p5v,pemerintah harus bikin uu hukuman mati buat koruptor lebih bagus di hukum mati mereka
@ajiirianto5185,saya ga nuduh ya cuma ini biasanya lohh kasus korupsi yang baru terbongkar setelah sekian lama biasanya loh itu terkait dengan parpol atau korporat atau institusi lain cerita kalo misal terjadi tahun ini terbongkar tahun ini juga mudahan ini beda apalagi ini jumlahnya besar masa sih masuk kantong sendiri
@FatmaWati-vr6rv,cobalah sekali kali di bonyok dl br di penjarakan
@idasaja7908,kayak gini klo maling dikasih kunci tinggal garong sesuka hati menyusuhkan seluruh rakyat indonesia gak cocok klo hukuman nya cuma thn
@Armokzaibi,indonesia tidak akan bisa maju jika para koruptor di biarkan bergentayangan di beri amanah ngurus laut korupsi laut korupsi timah korupsi bansos korupsi tanah korupsi aspal korupsi batubara korupsi pajak korupsi anggaran korupsi listrik korupsi jaringan korupsi emas korupsi minyak sawit korupsi beras bulog korupsi fasilitas umum korupsi garuda korupsi kereta api korupsi reklamasi korupsi banyak lagi di hampir semua bidang
@Armokzaibi,korupsi eksport import
@SuperMax-r2j,jujur saja aku tidak tergiur orang kaya gaya hidup hedon dibaliknya banyak intrik
@Ghondeaz,pingin tau bener gak nih bakal tahun hukuman nya atau cuman omon mas anis ini
@Nendeskombet989,jk serius ingin bebas darimalimg ya tirulah negara maju yg tegas hukum mati para maling tp jk masih ingin negara melarat ya hukum th aja dijamin deh makin banyak maling baru bermunculanyg akan memidkimkan negara
@sanifitriyani8036,ini ada lg ni bateng klo ga berani ngasahin hukuman untuk koruptor potong aja banteng nya
@tajudinnoor6497,hukum mati aja para maling koruptor biar indonesia maju dan makmur
@mytripmymistis,hukum mati lah baru joss
@setiopamuji2826,ada yg tau gak kira kapan para koruptor bisa tewas di hajar massa
@blackshadow245,pantes motor gua gak enak tarikan nya di pakein pertamac
@NurhasanahAlfiza,paling hukumannya atau tahun aja
@daniupek3926,bangshat sperti ini yg harus di arak dan di telanjangi bukan maling pisang ecek
@huwalladzi2156,gantung koruptoor
@abdulmaat3972,kasihan ini ibu jadi korban resim
@fredyrusady6199,bu hebat ya gelang tangan ibu
@karsimann4564,penanpilan hanya untuk menutupi kedoknya
@viktorsaragih6554,inilah kualitas dirut di ri ini sdh salah masih ngeles berlindung di balik batu mundur kl anda dipaksa itu baru profesional
@yemirosmawanti7234,knp bu bisa gk jujur lihat duit banyak semua lupa
@nurharto9347,kpk punya alat bukti yg kuat kalau karen korupsi
@nurharto9347,di imdonesia tdk ada koruptor yg merasa maling
@heruwidiyono1135,wkwkwk kasus masa sby
@billyputra2367,hukum pancung bagi siapa saja yg korupsi biar kapok
@nurharto9347,hrs nya karen menyeret yg terlibat korupsi
@panjul4321,tumbal pesugihan korup ngepet
@42urichanel28,instansi yg rawan korupsi tambang bpn pajak bea cukai
@Hairul123-e7b,hukum mati
@rosmarini9084,udah kembung bener itu perut minum minyak
@suwandasaja8875,bumn motonya akhlak tapi prakteknya semua bumn pegawainya berlolma lomba menggerogoti uang negara mungkin menterinya baik tapi dibawahnya gak ber akhlak semua
@zakipradeva728,ancur ancurr ambyarr dirusak terus negara ini sama koruptor percuma dihukum masih leha tenang saja gublogg dibiarkan terusan
@MochaLatte-ho5ie,terus kalo udh ketangkep gini harga pertamax ttp sama apa turun
@sumajidtuss5446,hukum mati dan miskin kan keluarga nya baru paling bner gimna negara mau maju klo korupsi masih merajalela
@MedanKeJerman,saya beli kendaraan bermaksud supaya katanya mesin awet dan karena cuci otak pemerintah supaya tidak membebani negara maka membeli pertamax yg harganya luar biasa mahal yang parahnya ternyata mereka para garong sudah mengoplos pertamax itu dan di spbu juga tidak tertutup kemungkinan permainan takaran seram hormat saya bagi kejaksaan agung hantam terus garong negara mulai dari desa hingga pusat terima kasih
@firmanbrader7026,hukuman mati adalah solusi terbaik di negri ini buat orang yg korupsi
@palnopal1406,pertamax pertalite tanpa antre
@MasRoup-r2y,setuju klo koruptor itu dihukum mati dilempar ke kandang buaya kelaparan dan disiarkan tv nasional live pasti trending dunia
@maxbrov1210,tolong wajah para koruptor dipajang diberbagai sosmed lembaga hukum setidaknya x sehari beserta kerugian negara akibat ulahnya sebagai penyemangat yang lain mana tau wajahnya jg mau dipajang
@haddi_leya,aliran dananya kemana saja percuma perampok uang negara tidak di miskinkan dan hukuman mati budayakan korupsi
@agusbabat9259,manusia berhati ibliss dlm tubuh pertamina
@harleytiktok979,ampunn pantes indonesia banyak yang miskin
@rielbrown221,yg ginian hrsnya hukuman mati
@ANB-tn8dk,tembak saja semua
@MBNK_CLCP,ayo yang belum diciduk bayar polisi
@novrianwardhana5710,jgn cuma pembunuhan berencana di hukum mati korupsi terencana harusnya juga
@totobudianto5708,awas jangan sampai dimunculkan untuk jadi berita prestasi doang sikat semua penjahat ekonomi yg bikin nkri gelap hukum maksimal dan miskinkan lumayan kan buat nombok anggaran mbg
@joharefendi2357,o ini yg sewa mahasewa demo kholid pemain lama yg licin miskinkan
@dojowarrior7811,sudah tahun tidak memakai bensin pertamina lebih memilih vivo meski mahal sedikit tapi tarikan lebih kencang dan lebih irit ternyata eh ternyata pertamax pertamina rasa pertalie hahahaha feeling rider tidak pernah salah
