username,comment,predict
@AleenaWisata,palingan vonisnya hanya tahun belum potong remisi lagi,Negatif
@GarotKental2,perampok dan penipu di negara kau sendiri ala paling dipenjara tahun bebas masih ada dinikmati enak kali hidup di negara indonesia bagi perampok,Negatif
@Yohanes16_4b-15,optimalisasi pendapatan negara dari bumn daripada milih malaki rakyat,Negatif
@aliefromadhon5544,mari kita korupsi hukumannya ringan tidak akan dijatuhi hukuman mati paling tahun penjara,Negatif
@ALIEF7771,manusia rakus gajih udah gede masih aja kurang,Negatif
@AlimUdin-fs3ts,pd pinter tp suka membodohi percuma hukum penjara seumur hidup sita aset kucilkan keluarganya,Negatif
@NoorHasanah-us7bh,orang rakuus nih yg harus kpk,Negatif
@CantikaMaharani-z7t,hukum mati orang yg macam begini ini yg bikin rakyat indonesia makin jauh dari sejahtera hukum mati dan sita smua asetnya amiin,Negatif
@Kadrunsampahbumi,pak jaksa itu cewek krudung hitam ngeledekin bapak klo korupsi di berantas indonesia hanya tinggal rakyat sipil semua pejabat negara konoha pasti korupsi pemilihan bupati aja si calon berani bayar ribu per ktp gaji bupati berapa pasrah aja deh kalo tinggal di indonesia,Negatif
@ril_isthy,wong serakah kurang bersyukur ee mugo gusti allah ngewei ganjaran sing pantes,Negatif
@monicabky7655,kasihan sekali bapak ini bebaskan aja rumahnya cuma itu pun baru dibangun lantai duanya mobilnya baru trus motornya cuma blum lg anak istrinya banyak simpanannya ada pula ntar siapa yg kasi nafkah,Negatif
@GibranAldiva,bakar aja hidup koruptor,Negatif
@trijanimoedjiherwati354,bener putus urat malu model anak istrinya kayak apa itu berpesta pora dgn uang hasil korupsi,Negatif
@Blackbox6996,mereka nyaman sebelum prabowo presiden,Negatif
@veraayum2r672,klo semua dirut bumn diperiksa bener aq yakin ada bejibunan kasus korupsi terungkap,Negatif
@bubblegum5947,pejabat pertamina terima uang pelicin dan suap menyuap korupsi,Negatif
@kangsmash,rakyat yang di rugikan ya kan balikin uang rakyat woi tolonglah negara balikin uang kami,Negatif
@heriroyy1217,palingan tahun penjara udah bebas masih bisa kerja jadi mentri nyaleg dll,Negatif
@imamf4w375,trus kehilanangan kepercayaan dari masyarakat itu mau d hargai berapa t kita beli ke shell bukan krn ron saja tp lbh k kpercayaan yg pantas d berikn k shell lainya dri pd plat merah,Negatif
@penaburmedia317,kembalikan ahok ke pertamina kalau pribumi beginilah prestasinya,Negatif
@ventura995,hingga hari ini gw ga pernah mau isi pertamax krn pernah coba sekali rasanya sama saja dengan prtalite hanya beda warna trnyataa di oplos sama para bjngan di pertamina,Negatif
@exzelzo,kira nanti berapa rupiah yg bs di kembalikan ke negara trilyun bukan angka yg ecek menurut saya hukuman pemiskinan dan penyitaan seluruh aset sangat patut dipertimbangkan,Negatif
@nanjaksantui2836,seharusnya yg korupsi di tembak mati aja jgn cuma narkoba yg di tembak mati,Negatif
@angkikoswara6225,korupsi masalah utama di konoha ini saya yakin kl tidak korupsi masyarakat bisa sejahtera kl sejahtera kriminalitas insya allah berkurang moga pejabat yg korupsi mati mengerikan dan masuk neraka paling dalam,Negatif
@bang_jenggot2007,kayanya bpk nya msh ikut,Negatif
@sriuti9544,paak pak njenengan wes tuwo gaji sudah besar kok ijek serakah nek kayak gini nangis,Negatif
@Youtubcannel220,mantap,Netral
@CapKakiDua,ayo ddr sah kan ruu perampasan aset,Negatif
@RudyDwiHandoko,innalillahi wainnailaihi roji un,Negatif
@goldenbazz1084,seperti yang sudah hukuman untuk para koruptor kelas kakap begini udah ketebak nyaman deh bisa keluar masuk eh tau dapet remisi karena kelakuan baik busuk,Negatif
@murisaj8834,kejaksaan agar segera menyita dan menampilkan uang sebesar kerugian negara sebesar rp triliun seperti kasus tom lembong impor gula thn yg lampau,Negatif
@insansangersanger243,sudah lama pertamina banyak maling kok baru sekarang itu sudah jd sarang korupsi sudah lamaa,Negatif
@BambangTriono-q3o,maling pisang di arak kliling kmpung,Negatif
@sujudtemon,percuma klo cm hukuman penjara pemerintah dpr tdk akan mau bikin uu hukuman mati miskinkan para koruptor tnp pengecualian krn mereka anggotanya itu yg koruptor mereka yg koruptor memang keturunan iblis,Negatif
@asepthea2334,itu kerugian negara t coba hitung kerugian jutaan rakyat indonesia beli ron tapi kualitas ron yg dioplos kalikan tahun kalkulator error duluan ngitung angkanya apakah ini terpikirkan oleh kejaksaan agung untuk menjerat hukuman mati kepada para pelakunya,Negatif
@muhasim9439,hukumnya cunan mainan jadi pejabatnya berlomba lomba korupsi,Negatif
@zerefdragneel2630,bosenn gk usah diberitakan minn paling sekarang hukumannya cuma tahun,Negatif
@janilradian4201,manusia rakus gaji udh gede masih lu nyolong manusia setan,Negatif
@agusprastyo8806,percuma di urus ujungnya hukumannya kayak orang beli tauge pendek alias masa hukuman pendek kalo mau ubur ikan lele hukum mati aja le semuanya yang korupsi lee,Negatif
@prastyobudi2452,indonesia kabanyakan orang pintar bohongi rakyat,Negatif
@fakta8594,yg atas tukang oplos yg bawa mainin literan saling berbagi korupsi,Negatif
@prawito7950,manusia serakah,Negatif
@abeestudio7802,balikin duit gw setahun gw pake pertamax yang ternyata oplosan,Negatif
@NANASETIAWAN-b9u,uda dari bnyk yg bilang kualitas pertamax jelek dibantah ribuan kali ma pertamina ee ternyata beneran dioplos,Negatif
@suwandihowie6995,erik mana,Negatif
@Sukemi-es7cj,kenapa kau hidup di dunia ini cuma menyusahkan orang,Negatif
@Javanese08,bukan mareka yg salah tp rakyat yg sampek sekarang gk kompak turun ke jalan indonesia sudah darurat korupsi seluruh rakyat harus turun ke jalan untuk sahkan hukuman mati,Negatif
@vinsennarendra7901,suruh nenggak pertalite pertamax sampai mati,Negatif
@Bejosupriono,biasa eng orang islam bisa korupsi doang kerja kaga ada yang bener allah korupsi tp ngenntood,Negatif
@yadisunja5284,harus hukum mati aja yg merugikan negara nominal di atas triliun,Negatif
@Bbaayhr,bisa enggak sih ini koruptor ditembak dordor aja,Negatif
@pepisuhaepilah3020,bayar pajak cuman buat di korupsi,Negatif
@arumdwipangestika421,gaji sdh besar msih aj korupsi mnding gaji ny dlimpahkan k rakyat sajaa bwt rakyat pelit ap lg nasib guru honorer disekolh swasta entah kpn dpt kesejahteraan,Negatif
@A121s-m4r,pada nggak sedih wajah oknumnya coba tebak vonis berapa tahun jangan bumn lain sama ngaku rugi terus pegawainya makmur kwkwkwk,Negatif
@kristanto8246,korupsi di indonesia kok enak banget yaa,Negatif
@muhamadgunsah2378,kapan giliran pln yang selalu merugi di audit,Negatif
@greenlove426,langsung hukum mati sialan w isi pertamax dri sampe skrang trnyta oplosan hukum mati miskinin konsumen luar biasa drugikan,Negatif
@ArkhaKeenandraTirtana,koruptor hukum mati masa cm datengin barang import yg bikin rugi phk dimana sistemnya jg donk,Negatif
@mandalawangi3907,santai paling thn,Negatif
@pilussukro3812,negeri konoha ga bakal maju selagi para koruptor gak di hukum mati,Negatif
@budiwidiautama465,shdah tua bau tanah gak tau diri,Negatif
@abdulWahid-vp3oi,orang itu alatnya dalang nya ungkap tak mungkin orang itu melakukan kebijakan,Negatif
@aldofootballproduction6878,kasih hukuman mati untuk koruptor uang negara biar negara maju yg bikin negara jdi miskin itu koruptor,Negatif
@willymonfret7193,badjingan memang rakyat kena tipu mentah terus susah banting tulang cari duit buat isi pertamax eh malah di palsuin koruptor wajib di hukum mati biar yg lain kapok,Negatif
@masrooreyamin,tebak berapa bulan dia dituntut,Negatif
@ItaPurnamasari-et9od,najis pakai rompi aja dipakein indah sekali hukum indonesia sopan sekali sama maling uang rakyat,Negatif
@OdonAsick,korupsi uang sitaan ny jg tdk jelas ke mana arah ny tapi tetap aj banyak penganguran,Negatif
@nanangsalim4804,nanti juga dipenjara dpt remisi pengurangan masa tahanan bebas deh,Negatif
@tim7890-ti2tv,kita sbg rakyat sedih tp alangkah baiknya kita jg bercermin apakah ketika truk terguling kita jarah apakah lawan arah dsbnya karena percuma nuntut pemerintah bersih kalao pas jd rakyatnya udh ndablek,Netral
@FaisalIsal-qh7bl,manusia keturunan iblis hidup tdk bersyukur selalu kurang hukum mati para korup,Negatif
@joannoni,uu perampasan aset udah wajib ini prioritas,Negatif
@AnshoriMr,tanpa menegakkan hukum yang berat dan seberatnya maka indonesia akan terus melahirkan pejabat koruptor sampai kiamat ajarilah anak di negeri ini sebagai penerus bangsa yg koruptor,Negatif
@ariwijaya4770,bagian apasih yg gak korupsi cuma blom ketahuan ajaa,Negatif
@putarbale2950,hukum mati saja ini koruptor,Negatif
@excellspeedy6043,wajah mereka adem ya kesannya teduuh gitu melihatnya,Negatif
@adenugroho3443,ribut doang ujungnya bebas,Negatif
@dolananal107,manusia rakus tikus kuskus,Negatif
@UnclehamGaming,seluruh instansi korup semua fakta bahwa negara ini sudah hancur sejatinya,Negatif
@DuniaSoundsistem,dijotosi ae,Negatif
@GepengYati,hukum lemah,Negatif
@rodejay,bukan negara saja masyarakat juga dirugikan banyak mobil yg rusak,Negatif
@Alikecilchannel,walaupun allah maha pemaaf tapi belum tentu rakyat yg beli pertamax memaafkan bapak di akhirat nanti,Negatif
@sofiulanam1105,hukum mati,Negatif
@sakaadi,ngakunya rugi tiap tahun,Netral
@antonsinyo9395,pak klo nangkap maling kayak gini jng terlalu sopan seret saja tarik rambutnya,Negatif
@nickhenocktaviarno8371,botakin donk maling ayam di botakin maling uang negara klimis aja tuh rambutnya,Negatif
@channel-vw9dm,entah lah,Netral
@arta6548,tolong pak kalo nangkap maling maskernya suruh buka,Negatif
@cansverband,mereka terlihat nyantai aja karena nanti juga dapat diskon up to dengan minimal belanja m,Negatif
@BapaGitpaza,pantesan masarakat beli pertalit dibuat susah dan ribed segala harus pake barcode segala ternyata ini penyebabnya,Negatif
@luthfibaihaqi8645,membeli produk lokal sama dengan mensupport maling merajalela arti nya apa ya kita ramai support vivo shell bp tetap berdiri di negara ini dengan cara aktif membeli nya karna mereka sudah menjamin kualitas nya,Negatif
@vomchampionship6545,tikus got gila t yg diketahui gila njing bisa beli apa itu perlu di hukum mati dan disita semua aset dan dimiskinkan krna sampai masyarakat semua dirugikan ini sampah semua yg terlibat ini pertamina dari dulu selalu korupsi turun temurun oknumnya udah budaya di lembaga bumn tersebut gila org yg beli pertamax ditipu semua udah byr pertamax dptnya pertalite plus kendaraan rusak mau liat lembaga hukum aparat mau kasih hukuman apa ini tersangka semua,Negatif
@adnanbudiman6011,klo di negera yang punya malu tapi bukan di konoha pejabat terkait mengundurkan diri paling g menteri esdm menteri bumn tapi di negara luar mentalnya lemah klo di ono mental g tau malu,Negatif
@wardoyodoyok1860,hukumm matii,Negatif
@endurowarwer504,kpk jangan usut recean lihat itu kejagung,Positif
@SugiartoGito-o4k,lhaa korupsi segitu buat nyaur utang negara ajaa belum korupsi yang lain pasti cukup,Negatif
@ariyennix6709,bongkar tuntas sampai keinduk semangnya rakyat hidup susah sementara pejabat sibuk menimbun uang korupsi bedebah,Negatif
@wardoyodoyok1860,klo di korea selatan lagsung masuk kuburann,Negatif
@rraji866,wajar sih indonesia kata ofung kalo mau jujur bersih ke sorga aja sana,Negatif
@wardoyodoyok1860,tampang manusiaa bnagastt,Netral
@njonjamolek,alhamdulillah ketangkep tikus tikusnya,Negatif
@larmadi8508,uu perampasan aset ayok di demokan pasukan nasi bungkus ntu brani ngga,Negatif
@Rifki2109,negara tidak akan pernah maju,Netral
@newsupdated23,ayo sita semua harta mereka miskinkan baru terbukti wowo tdk omon aja,Negatif
@zananvlog4318,paling tahun penjara di penjara pun berasa berwisata makin bangga jadi rakyat indo,Negatif
@ferdinansamuel9158,hukuman mati dan miskinkan seluruh harta kekayaan yg atas nama keluargany,Negatif
@isakjuarsa2971,mentrinya masa ga tahu apa pura buta tuli kabarnya menteri ini masuk danantara ya sama saja mau di alihkan ke mana aja kalau moralnya maling ya hancur,Negatif
@teknikbaru2288,baju nye beda tampilanya sama maling ayam lebih vip,Negatif
@Jebatderhaka,nkri harga korupsi,Negatif
@putrapratamadinata4316,manusiaz korup n rakus ini sebaiknya dihukum mati,Negatif
@dfarhazy2333,hukum mati,Negatif
@MamanBojonegoro,kalau lihat yg sdh kayanya ga bakal di hukum berat yg seharusnya tukang korup itu di hukum mati,Negatif
@kaptenplonk2329,hukum mati yang korupsi di indonesia pak presiden prabowo,Negatif
@andreasherdiatmoko2348,bensin oplosan digratiskan ntk motor koruptor hukum mati karena selama dia masih ada pasti akan lakukan lagi dgn caranya yg lain,Negatif
@FerdyHos,tikus baju oren bikin rakyat sengsara kl pemerintah ada niat untuk rakyat para koruptor di hukum mati,Negatif
@jacobkusumadinatha9806,sepintar pintar nya koruptor menyimpan bangkai pada akhirnya tercium juga tidak ada pesta yg tidak berakhir layak di hukum mati,Negatif
@UupPadiuloh,njiirr penjahat kakap hukum seumur hidup,Negatif
@sukronkasiro5154,rugi negara trus yg beli pertamax oplosan itu negara rakyat yg ditipu yg rugi rakyat pake bahasa itu gunain yg bener,Negatif
@ninabarakbah187,hukum mati aja sudah terlalu menikmati hidup mewah,Negatif
@aysieyu,dipaksa sehat dinegara sakit,Negatif
@marsudimarsudi6228,jidatnya hitam kok korupsi broo,Negatif
@sidneycastlenpakpahan1149,hukum mati itu baru pantas,Negatif
@Binturong771,tapi uang yang saya dapat ga sampe triliunan kalimat yg pasti keluar saat berkelit dipersidangan,Negatif
@daniestefan5602,hahaha ternyata ada yg berjidat hitam pasti tip hari nungging doa minta mujizat air berubah jd anggur cmn krn alahnya onta makanya yg dirubah pertalite berubah jd pertamax,Negatif
@Aufacraft,edan suredan korupsi di indonesia sedih aku,Negatif
@andikpurniawan5030,ouh ini malingnya,Negatif
@Mbahjenggot-m7p,enak nya korupsi hasil nya besar hukuman nya ringan bisa kaya turunan itu gak akan kapok klo hukuman nya masih ringan,Negatif
@hakimsaefullah,strategi perang prabowo dipakai untuk menumbangkan satu persatu musuh rakyat awas saja yaa presiden kali ini bukan presiden sembarangan,Netral
@kangjujur8972,kunci nya di pak ahok,Negatif
@malihatulmahrusah1894,mau untung dr mana kl pejabatnya byk tikusnya,Negatif
@istiqomah9115,kenapa tidak hukum mati aja sih para koruptor,Negatif
@tazkia6787,hukum mati,Negatif
@Tempetahu-76,paling tahun penjara karena berkelakuan baik dan mempunyai tanggungan keluarga,Negatif
@siswanto03,hukum mati dan keluarganya juga,Negatif
@urbankelanachannel5353,coba terapkan hukuman mati bagi para koruptor saya yakin org yg mau korupsi mikir sepuluh kali contoh negara cina koruptor langsung dihukum mati,Negatif
@alanbagaskara6904,ahok kan kemarin di pertamina ahok jabatan nya sbagai apa,Negatif
@ariyennix6709,maling kwabeeh,Negatif
@chamz429,pancuri smua,Netral
@anggacahyo9460,setelahnya orang itu akan diganti dg orang baru yg kerjaan nya sama ganti personal aja korupsinya masih lanjut,Negatif
@pengangguranlama4072,demo mahasiwa kmren mna,Netral
@EjaFarann,jangan di kasi ampun manusia ga ada ahlak mengerogotin negara sndiri hukum mati biar stimpal,Negatif
@legioparati2711,barangsiapa yang tidak suka suatu hal dari pemimpinnya maka hendaklah dia bersabar barangsiapa keluar dari ketaatan pada pemimpinnya maka ia akan mati dalam keadaan jahiliyah hr bukhari biarlah negara ini hancur selama kita tetap dipimpin oleh muslim,Negatif
@syamsudinbjm5861,ketahuan korupsi masuk penjara tinggal tobat masuk surga deh gak perlu bayar t enak banget koruptur,Negatif
@HerruWibowo-g8r,kalo bisa bukan tersangka saja pasti masih banyak dan terorganisir,Negatif
@todingmendaun,klo hanyabdi tangkap dan bayar denda pasti akan ada yg ukangi hal yg sama sdh sebaikany uu perampasan harta para koruotor di sahkan dan hukum penjara seumur hidup atau hujum mati sekalian,Negatif
@darraznaishastory5131,sedikit demi sedikit mulai di bersihkan penyakit nya,Negatif
@MrHungguan,ini kan yg dilaporin ahok dikpk cm lambat kpknya,Negatif
@ibubandara4865,jane karo diarak,Negatif
@ImamTeguhAnggoro,mksd y gmn seh bearti pertamax yg aku pakai buat motor ternyata pertalite gitu ta itu aslinya orang mana kah orang indonesia raya tercinta kah duh indonesia ku kok jadi begini,Netral
@darmakusuma263,gundul rambutnya hukum seberat beratnya,Negatif
@frank-jw1zo,sapunya harus bersih dulu cek harta kekayaan pejabat kejagung dan kejati dan kejari seluruh indonesia cocok apa tdk dg gajinya baru rajyat percaya,Negatif
@teddy1994,lebih enak korupsi memang di negara ini,Negatif
@johnston777,black pink,Netral
@ferryagustyan,hukum mati,Negatif
@wirosableng3477,ohh jadi tau kalau selama ini pertamax itu pertalite yg diwaranai biru tampa antrian panjang hebat alumni sekolah mana ini,Negatif
@dedihendarto974,miskin kan pelaku dan larangan bagi keluarga untuk menggunakan fasilitas negara selama turunan,Negatif
@puguhbudiprayitno6473,makanya harga bbm di malaysia kenpa bisa murah wong di indonesia dikorupsi,Negatif
@KadafiDafi-y7v,di dorr kelar dec,Negatif
@lpras1718,masyarakat di rugikan hukum paling tahun penjara,Negatif
@laminsurahman2762,hukum mati aja,Negatif
@zidunzidun1534,gilla ditipu terus rakyat,Negatif
@tntrtswrsmurf,cm dpnjara tahun bebas pnya duit t life hack,Negatif
@aisyahkhumairoh103,apa merugikan negara shitt justru menguntungkan pertamina negara sy sbg konsumen pertamax menolak riva di anggap merugikan negara yg rugi rakyat konsumen serahkan seluruh harta riva cs dan nyawa nya ke tangan rakyat,Negatif
@abidinbigote5313,mereka udh bnyk uang nanti jg hkmnnya ringn sprti h mz,Negatif
@nbs7840,hehehehe wajar aja negara dgn sumber daya melimpah banyak yg susah rakyat nya koruptor nya di mana,Negatif
@musofahajai2097,kurupsi itu udah kaya bisnis korupsi t paling hukum thn denda m sisa nya bnykk bngtt aset nya dmna mna,Negatif
@setiawanvideochanel_110,hukuman mati untuk koruptor,Negatif
@dwikyt7694,negara ini kronis korupsi penting nya bwt uu tentang perampasan aset dan hukuman se umur hidup,Negatif
@Nutsya,sejenis minyak memang panass,Negatif
@pengangguranlama4072,hahaah duit subsidi rakyta habis d makannh bngsat pejabat pertamina,Negatif
@fauziahmadDemoreChannel,shall seminggu stok bensin habis dengan alasan terkendala dengan proses pengiriman agar pada beli pertamax taunya pertalite gitu kali yaa skenario nya,Negatif
@Godblessss13,mohon pemerintah melarang pertamina atau bumn membuat anak perusahan,Negatif
@anamnur7045,negara ini sarang korupsi kalo gk ada hukum mati terus generasi korupsi menjadi,Negatif
@igun4640,paling juga di vonis tahun,Negatif
@PetaniIndonesia85,apakah danantara akan aman,Netral
@surantoranto9630,hukuman mati saja klu terbukti nanti melakukan tindak pidana korupsi biar ada efek jera bagi koruptor kelas kakap inilah bobroknya hukum yg memberi keringanan hukuman hingga menjamur ke korupsi yg lain do it,Negatif
@nayla_7132,ini nanti orang neh beli kamar di lapas dan keluar masuk tahanan alasan ijin berobat,Negatif
@endriawannendy1202,diredzim waktu itu s d koruptor garong sangat merajalela dan nilainya per koruptor sangat pantastis sampai ratusan triliun apakah presidennya waktu itu pd buta,Negatif
@khidnusilmisilmi,maling duit rakyat mah enak baju ja dirapiin kapan maling duit rakyat dihukum pancung biar rakyat sejahtera setiap bulan digaji biar gk susah cari kerjaan,Negatif
@Erik-mt3eu,tidak bisa kah koruptor yg begini di hukum mati atau suntik mati poko nya mat lh,Negatif
@kurnianto9657,pantesan bbm pertamina bener busuk,Negatif
@junaedidarto,yang penting sopan,Negatif
@saryoagiel9264,negri kaya koruptor hukuaman gantung harus ditegakkan kapan negri ini makmur,Negatif
@skycastle5633,setelah ditinggal pak btp ahok bermunculan kasus di pertamina selama beliau di dalam pertamina aman saja dari perbuatan jahat de mi nkri pak presiden tugaskan pak btp jadi bos pertamina baru terealisasi indonesia terang,Negatif
@onikisusa7603,ayo mahasiswa ayo demo biar disahkan perampasan aset sama hukum mati buat koruptor,Negatif
@albtbara3267,ini hanya pencitraan ayo tetap demo mbg dan efesensi jangan biarkan indonesia kuat,Negatif
@Rndomxz,sudah waktunya pelaku mega korupsi dicari dari yg paling atas sampai yg paling bawah baik itu pejabat politisi dan pengusaha mereka sudah waktunya mendapat hukuman yg setimpal yaitu hukuman mati,Negatif
@motorolaalfian3458,percuma gk d hukum mati yg lbih lucu hakim a pas ponis ktawa ktiwi menjijikan,Negatif
@muhammadfaris3669,kalau dalam ringgit berapa ya,Netral
@PPBChanel,allh tdk perlu menghabiskan hartanya untuk mnjadikan dia hina d masyakarat dan sebaliknya allh akan mnjadikan org trsebut terpandang tanpa hrs kaya dlu,Negatif
@sandikasunarko,kisah di satu desa di yogyakarta murtad keluar dari agama islam,Negatif
@YourWmyAdventure,dolo waktu ahok mau menjabat komisaris para kandroon pribumi menghujat menentang bahkan mendemo supaya ahok ga masuk ke pertamina bahkan hinaan bersifat rasisme dan mengungkit penistaan agama pun berkumandang eh tenyata sarang kadroon islam pribumi koruptor itu lembaga makan tuh mabok agama drun digobll kkin ayat mau aja,Negatif
@LlEL88,percuma yg dirampas malah aset rakyat bubarkan dpr aja gak ada dpr rakyat gak susah,Negatif
@iqbaldarmawanto8409,kalo pemerintah gak bisa ngehukum mati orang kayak gitu kalo ga bisa memiskinkan orang kayak gitu simpel saja pak prabowo tolong kebiri saja mereka biar sengsaranya seumur hidup,Negatif
@m.alihasan5339,ketika presiden di tanya lho kok tanya saya ndak tau itu bukan urusan saya hadeh susah memang presiden wakanda,Netral
@muhaiminsatria6729,sby neh,Netral
@Lutfia_sholiha,kampret lah aku beli terus pertamax apalagi turbo supaya gk ngantri panjang kayak uler malah di kibuli,Negatif
@novonovo7544,lanjutkan nkri kuat kedepannya ayo pemerintah pusat lanjutkan ruu perampasan aset seluruh sektor,Positif
@WaraWiri87-g5o,maling uang rakyat ngga akan habis kalau saat menjalani masa hukuman nya nanti macam si gayuz,Negatif
@ariefwicaksono2681,harus ditelusur lebih mendalam uang hasil korupsi buat apa,Negatif
@Hokkyyy2525,pak ahok tertawa melihat ini,Negatif
@t.seto.w7976,hebat gerilya orbanisasi mulai tampakan gigi bukti gerilya itu ada hendak kembalikan nkri ke era masapahit korupsi tsm besar triliun lebih ini potensinya libatkan banyak sekali pihak hebat usut semua proses hukum,Negatif
@derryadriansyah5175,bongkar semiua kau jangandewe sama kafir kok,Negatif
@bagusjumadi8148,ayo bu buka an saja biar kebobrokan terbuka yg bau juga tercium,Negatif
@djoeniskandar,tapi uang banyak ngalir ke dompetmu kan jadi itu bukan perintah dasar maling berjilbab,Negatif
@selamet9461,ngga bawahan atasan sama korup,Negatif
@Cult666-w9p,kumpulan orang yg paling nasionalis dan si paling pancasila,Negatif
@nncell6861,raimu rak do mikir cook,Netral
@Ashera23Lafau,bisa beli ratusan pesawat tempur,Netral
@royatachan12,kaya raya sudah masih saja rakus cari duit dg menipu rakyat enak lu yak hukuman koruptor di indonesia ringan,Negatif
@ruditekhnikanto7998,hukum mati koruptor kalau tidak berani hukum mati koruptor maka pemerintahan prabowo sama saja dari dahulu pro terhadap koruptor negara lawak indonesia,Negatif
@pakdenur9514,masak hanya segitu boss,Negatif
@mahadewa9371,ini manusia biadab hukum mati saja buakan merugikan negara tetapi merugikan rakyat yg sdh membeli bbm pertamax,Negatif
@NKRI-m5k,kalo ga di curigai rakyat gelap pemerintah ga gerak,Negatif
@herisetiawan4262,tetap korupsi selagi masih bisa,Netral
@lorenmoi1018,mau subsidi atau non subsidi tetap saja masyarakat dikerjai oleh para pejabat di indonesia ini,Negatif
@rooslilasiregar5883,ya ampuun masih muda ya tp sdh jahat pikirannya serakahnya,Negatif
@DHIMAR-I,semakin menjamur yg koprupsi tembak mati aja napa sih biar pada takut,Negatif
@edijaya3579,maksudnya penyiar ini tanya pak presidennyakah kenapa bisa ada instruksi korupsi eh salah instruksi presiden cmiw,Netral
@hanifa2176,harun masiku gimana bos e ktp kemana sekarang kpk now,Negatif
@KidsRoomIndonesia,bayar dlu utang tol itu pakde lu yg bikin rakyat lu bebanin,Negatif
@Kertas_Ajaib.,emak aja bisa korup kok masa yg punya burung g bisa ahok mana ahok si cina paling keras boss,Negatif
@Kaidakusayang,hukum mati keluarga nya di miskin kn,Negatif
@anwarsip6428,memang harus di hukum mati para koruptor iblis,Negatif
@Delahaulinnuha,sibangsatt,Negatif
@elyasermarumbona3791,kirim ke kongo aja org kaya gini tdk punya hati nurani,Negatif
@N0ne3,ayolah pak presiden kembalikan petrus biar bisa menghukum mati yg korupsi,Negatif
@kura-san353,kepengen tak colok matane,Negatif
@arifwae2839,lah itu kan tim sukses di,Netral
@ARMYFARMChannel21,ahok sbg komut pertamina induk apa fungsinya ya,Netral
@ChanChan-pr9cb,mau jdi apa indonesia bnyk korupsi,Negatif
@valentinorosi4444,hal yang sangat biasa,Negatif
@aguspurwanto74,pantes mesin pd rusak seharusnya mesin pake pertamax ini di oplos sma pertalite yg di salahkan perusahaan motor atau mobil,Negatif
@MasJarwo-k8o,buka masker nya jangan di kasih masker mreka,Negatif
@fachriwijayanto9,ini mah bukan negara aja yg rugi tapi masyarakat yg menggunakan pertamax,Negatif
@tabungijo2174,pemerintah harus tegas beri hukuman berat jgn sampai sprt kmrn korupsi t dihukum hny th penjara doang beri hukuman berat th plus sita semua harta nya,Negatif
@Vlogkeseharianyangmenyenangkan,benget na darongo,Netral
@AwaludinUdin-br6cw,harus diusut sampai tuntas ternyata mafia semua isinya,Negatif
@Gakadanama90,kalau saya jadi presiden ri hri bekerja langsung ketok palu buat undang hukum mati bagi koruptor,Negatif
@sigitm2213,miskinkan,Negatif
@zoro_nxb,hukum mati aja gak sih hidup juga ngerugiin negara,Negatif
@totokkerot6541,negara dirugikan t rakyat pemakai pertamax dirugikan berapa selama ini jika ditotal bisa lebih dari t itu duit sebesar itu disimpan dimana oleh mereka jangan untuk bansos dan dana penilu yg lalu,Negatif
@Walidkabir-vj1wr,pukuli dulu napa baru masokan penjara,Negatif
@Pakdhe_Tutor,coba ada hukuman mati minimal ambil semua harta kekayaan semua,Negatif
@God-m4m,era prabowo ni boss tangkepin koruptor kelas kakap itu koruptor diangkat era siapaya kok aman usut tuntas sampai ke dahannya klo udah baru akarnya,Negatif
@adysulistyonod560,ikuti aliran dananya masuk kemana saja,Negatif
@IswandaId,kalau uang gak balik percuma di tangkap malah bebani negara ngasih dia makan di penjara lebih baik di hukum mati,Negatif
@erip6208,mau percaya negara jg percuma sekelas pertamina saja mental nya maling,Negatif
@sotya86,geram rasanya liat muka maling,Negatif
@denn296,jadi penasaran seberapa berat hukumannya mau gw bandingin sama kasus kerugian negara t yg kmrn,Negatif
@clskywalker45,pengkhianat bangsa sesungguhnya ialah koruptor,Negatif
@ahmadsyafii7640,korup triliyunan nih pak prabowo di sita aset apa di hukum pancung,Negatif
@limazyrimprod1059,hukuman mati mruoakn momok yg mngerin bagi pmbuat undang takut jd boomerang,Negatif
@renggiprasetya9441,binatang biadab,Negatif
@ratelittarigan4241,aneh zaman sekrang harga diri tdk ada demi uang direktur sebgai pemimpin di borgol di mensos a aah,Negatif
@rudidwisusilo,kebangetan ini kalau nggak sampai di hukum mati,Negatif
@adilijokowii,bung hatta udah ngasih usulan buat menyusun dan mempersiapkan revolusi tapi pada buru ngajak proklamasi kemerdekaan dan dampak kerusakan sistematisnya berimbas sampe sekarangg yaa karena dari awal kita gak pernah merdeka kita cuman mengusir penjajah padahal dari zaman hindia belanda sampai hari inii kita dijajah bangsa sendiri,Negatif
@friteadamseptadha262,tambah maju deh negara ini ndak tanggung skr para koruptor triliunan yg diambil lanjutkan pumpung pemimpinnya melegalkan biar tambah maju rakyatnya hidup koruptor,Negatif
@HaniHani-iq1sx,mafia berdasi udah punya jabatan mentereng gaji besar masih serakah dasar manusia serakah tamak semoga d akhirat nanti mendapat balasan yg dahsyat dari allah swt,Negatif
@CraengTua,miskinkan,Negatif
@firmansyahtj4940,paehan kangeunahan teuing,Netral
